model_tag,task_id,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist,domain,best_method,best_param,best_frob_rel,best_kl_mean,group_id
ministral8b,BZ05,29,5,312,8.6442,1.0199,0.9805,0.997,0.0444,138.6128,business,sparse_topk,40,0.004547,0.047378,ministral8b::BZ05::29
ministral8b,BZ05,29,6,312,4.1573,1.0193,0.981,0.9996,0.0422,146.4169,business,sparse_topk,40,0.002187,0.017448,ministral8b::BZ05::29
ministral8b,BZ05,29,7,312,28.4681,1.0862,0.9207,0.947,0.1155,123.3371,business,sparse_topk,40,0.009985,0.106489,ministral8b::BZ05::29
ministral8b,BZ05,29,8,312,4.6227,1.0463,0.9557,0.9995,0.0358,143.357,business,sparse_topk,40,0.003506,0.029919,ministral8b::BZ05::29
ministral8b,BZ05,29,9,312,5.0794,1.0596,0.9437,0.9991,0.0323,141.7936,business,sparse_topk,40,0.002919,0.025185,ministral8b::BZ05::29
ministral8b,BZ05,29,10,312,5.8471,1.0507,0.9518,0.9993,0.0365,141.4963,business,sparse_topk,40,0.004463,0.039519,ministral8b::BZ05::29
ministral8b,BZ05,29,11,312,5.4104,1.056,0.947,0.9991,0.0328,141.7248,business,sparse_topk,40,0.003273,0.030024,ministral8b::BZ05::29
ministral8b,BZ05,29,12,312,9.086,1.0081,0.992,0.9989,0.0516,142.2779,business,sparse_topk,40,0.007769,0.083865,ministral8b::BZ05::29
ministral8b,BZ05,29,13,312,9.5804,1.0106,0.9895,0.9986,0.0519,141.9103,business,sparse_topk,40,0.008238,0.089533,ministral8b::BZ05::29
ministral8b,BZ05,29,14,312,123.5903,1.2419,0.8052,0.8431,0.2771,96.8106,business,sparse_topk,40,0.006093,0.068479,ministral8b::BZ05::29
ministral8b,BZ05,29,15,312,92.6767,1.2279,0.8144,0.8392,0.2487,114.6098,business,sparse_topk,40,0.00183,0.00942,ministral8b::BZ05::29
ministral8b,BZ05,29,16,312,16.0838,1.0725,0.9324,0.9768,0.0863,137.5042,business,sparse_topk,40,0.004079,0.042644,ministral8b::BZ05::29
ministral8b,BZ05,29,17,312,4.9879,1.029,0.9718,0.9995,0.0466,141.4809,business,sparse_topk,40,0.00803,0.090295,ministral8b::BZ05::29
ministral8b,BZ05,29,18,312,4.471,1.0358,0.9655,0.9997,0.0437,142.5452,business,sparse_topk,40,0.006815,0.07507,ministral8b::BZ05::29
ministral8b,BZ05,29,19,312,19.0262,1.0316,0.9694,0.992,0.0721,140.5505,business,sparse_topk,40,0.003411,0.033456,ministral8b::BZ05::29
ministral8b,BZ05,29,20,312,9.1385,1.0155,0.9847,0.9983,0.0635,137.7179,business,sparse_topk,40,0.008466,0.093447,ministral8b::BZ05::29
ministral8b,BZ05,29,21,312,2.6354,1.0139,0.9863,0.9998,0.0307,147.1153,business,sparse_topk,40,0.002642,0.022139,ministral8b::BZ05::29
ministral8b,BZ05,29,22,312,269.4046,7.0341,0.1422,0.1668,0.6686,41.5366,business,sparse_topk,40,0.005948,0.069344,ministral8b::BZ05::29
ministral8b,BZ05,29,23,312,2.3755,1.0111,0.989,0.9999,0.0307,148.0906,business,sparse_topk,40,0.003249,0.028236,ministral8b::BZ05::29
ministral8b,BZ05,29,24,312,11.0517,1.0273,0.9735,0.9967,0.0568,130.4079,business,sparse_topk,40,0.020743,0.269014,ministral8b::BZ05::29
ministral8b,BZ05,29,25,312,4.8529,1.0471,0.9551,0.999,0.0372,141.5048,business,sparse_topk,40,0.005427,0.057087,ministral8b::BZ05::29
ministral8b,BZ05,29,26,312,3.5872,1.0294,0.9714,0.9996,0.0312,144.5588,business,sparse_topk,40,0.007195,0.080949,ministral8b::BZ05::29
ministral8b,BZ05,29,27,312,12.6555,1.0792,0.9266,0.9942,0.0512,132.882,business,sparse_topk,40,0.009237,0.101826,ministral8b::BZ05::29
ministral8b,BZ05,29,28,312,2.8016,1.0267,0.974,0.9999,0.0318,145.9446,business,sparse_topk,40,0.004841,0.049899,ministral8b::BZ05::29
ministral8b,BZ05,29,29,312,3.9671,1.0335,0.9676,0.9997,0.0386,144.1025,business,sparse_topk,40,0.003756,0.032963,ministral8b::BZ05::29
ministral8b,BZ05,29,30,312,5.4596,1.0558,0.9471,0.9993,0.0368,142.2368,business,sparse_topk,40,0.003601,0.033141,ministral8b::BZ05::29
ministral8b,BZ05,29,31,312,7.2326,1.046,0.956,0.9988,0.0412,139.5138,business,sparse_topk,40,0.004083,0.039283,ministral8b::BZ05::29
ministral8b,BZ05,30,0,312,5.8146,1.0354,0.9658,0.9993,0.0379,143.7392,business,sparse_topk,40,0.003835,0.033996,ministral8b::BZ05::30
ministral8b,BZ05,30,1,312,22.41,1.0377,0.9637,0.993,0.0842,126.9268,business,sparse_topk,40,0.014799,0.188629,ministral8b::BZ05::30
ministral8b,BZ05,30,2,312,26.5563,1.0809,0.9251,0.9879,0.0647,129.9858,business,sparse_topk,40,0.006614,0.072934,ministral8b::BZ05::30
ministral8b,BZ05,30,3,312,11.2905,1.0128,0.9873,0.9988,0.0597,144.3468,business,sparse_topk,40,0.002989,0.028607,ministral8b::BZ05::30
ministral8b,BZ05,30,4,312,3.22,1.0137,0.9865,0.9999,0.0361,146.601,business,sparse_topk,40,0.003443,0.030602,ministral8b::BZ05::30
ministral8b,BZ05,30,5,312,2.2898,1.0103,0.9898,1.0,0.0305,148.6876,business,sparse_topk,40,0.002738,0.023737,ministral8b::BZ05::30
ministral8b,BZ05,30,6,312,5.3277,1.015,0.9852,0.9995,0.0461,146.9134,business,sparse_topk,40,0.002022,0.015847,ministral8b::BZ05::30
ministral8b,BZ05,30,7,312,12.2854,1.0139,0.9863,0.9974,0.0653,138.1648,business,sparse_topk,40,0.003975,0.038985,ministral8b::BZ05::30
ministral8b,BZ05,30,8,312,2.2435,1.015,0.9852,1.0,0.0317,147.2222,business,sparse_topk,40,0.003851,0.039491,ministral8b::BZ05::30
ministral8b,BZ05,30,9,312,2.3711,1.0145,0.9857,1.0,0.0306,146.9949,business,sparse_topk,40,0.005507,0.059007,ministral8b::BZ05::30
ministral8b,BZ05,30,10,312,2.1811,1.0174,0.9829,1.0,0.0299,147.3361,business,sparse_topk,40,0.004103,0.041483,ministral8b::BZ05::30
ministral8b,BZ05,30,11,312,7.9397,1.026,0.9747,0.9991,0.0488,140.2139,business,sparse_topk,40,0.011205,0.129121,ministral8b::BZ05::30
ministral8b,BZ05,30,12,312,132.7094,3.0107,0.3321,0.4749,0.5414,67.7884,business,sparse_topk,40,0.001119,0.000998,ministral8b::BZ05::30
ministral8b,BZ05,30,13,312,180.6208,1.5474,0.6462,0.7065,0.3951,89.4836,business,sparse_topk,40,0.001069,0.001873,ministral8b::BZ05::30
ministral8b,BZ05,30,14,312,95.0944,1.1731,0.8524,0.9192,0.2329,115.0397,business,sparse_topk,40,0.00129,0.004747,ministral8b::BZ05::30
ministral8b,BZ05,30,15,312,176.19,1.4543,0.6876,0.7502,0.3801,95.1899,business,sparse_topk,40,0.001192,0.003335,ministral8b::BZ05::30
ministral8b,BZ05,30,16,312,55.9212,1.0382,0.9632,0.98,0.1402,115.4769,business,sparse_topk,40,0.018404,0.242006,ministral8b::BZ05::30
ministral8b,BZ05,30,17,312,143.9361,1.2707,0.787,0.8138,0.2693,104.5306,business,sparse_topk,40,0.008395,0.090614,ministral8b::BZ05::30
ministral8b,BZ05,30,18,312,13.9142,1.0299,0.9709,0.9961,0.0647,131.7474,business,sparse_topk,40,0.023585,0.307923,ministral8b::BZ05::30
ministral8b,BZ05,30,19,312,65.2841,1.244,0.8039,0.8581,0.1773,121.168,business,sparse_topk,40,0.006471,0.061741,ministral8b::BZ05::30
ministral8b,BZ05,30,20,312,200.2078,1.6618,0.6018,0.6312,0.465,78.1744,business,sparse_topk,40,0.001149,0.005249,ministral8b::BZ05::30
ministral8b,BZ05,30,21,312,68.1989,1.1511,0.8687,0.9188,0.1374,125.0401,business,sparse_topk,40,0.003059,0.022565,ministral8b::BZ05::30
ministral8b,BZ05,30,22,312,71.7527,1.1368,0.8796,0.9429,0.1362,128.4081,business,sparse_topk,40,0.001834,0.009289,ministral8b::BZ05::30
ministral8b,BZ05,30,23,312,75.2673,1.0535,0.9492,0.9676,0.1615,120.1973,business,sparse_topk,40,0.003267,0.02903,ministral8b::BZ05::30
ministral8b,BZ05,30,24,312,28.2759,1.0412,0.9605,0.9872,0.1021,133.2067,business,sparse_topk,40,0.003561,0.035829,ministral8b::BZ05::30
ministral8b,BZ05,30,25,312,116.8354,1.2294,0.8134,0.8506,0.2714,92.8374,business,sparse_topk,40,0.006821,0.078854,ministral8b::BZ05::30
ministral8b,BZ05,30,26,312,9.5123,1.0313,0.9696,0.9975,0.0437,139.5605,business,sparse_topk,40,0.006993,0.068725,ministral8b::BZ05::30
ministral8b,BZ05,30,27,312,108.07,1.0999,0.9091,0.948,0.1754,102.3364,business,sparse_topk,40,0.024484,0.348976,ministral8b::BZ05::30
ministral8b,BZ05,30,28,312,18.1991,1.0909,0.9167,0.992,0.0861,134.6425,business,sparse_topk,40,0.003739,0.037944,ministral8b::BZ05::30
ministral8b,BZ05,30,29,312,64.0381,1.1883,0.8415,0.9391,0.2038,118.2273,business,sparse_topk,40,0.002127,0.01475,ministral8b::BZ05::30
ministral8b,BZ05,30,30,312,7.1802,1.1232,0.8903,0.9945,0.0289,139.831,business,sparse_topk,40,0.004346,0.042969,ministral8b::BZ05::30
ministral8b,BZ05,30,31,312,7.4859,1.0648,0.9391,0.9964,0.0381,138.2464,business,sparse_topk,40,0.005579,0.060378,ministral8b::BZ05::30
ministral8b,BZ05,31,0,312,65.931,1.1484,0.8708,0.9789,0.1296,107.8542,business,sparse_topk,40,0.032699,0.497222,ministral8b::BZ05::31
ministral8b,BZ05,31,1,312,156.3305,1.8115,0.552,0.6821,0.3721,74.9235,business,sparse_topk,40,0.005646,0.064148,ministral8b::BZ05::31
ministral8b,BZ05,31,2,312,6.2997,1.0613,0.9422,0.9986,0.0501,146.2308,business,sparse_topk,40,0.001599,0.009152,ministral8b::BZ05::31
ministral8b,BZ05,31,3,312,36.2211,1.0772,0.9283,0.9811,0.1135,126.1363,business,sparse_topk,40,0.006727,0.07434,ministral8b::BZ05::31
ministral8b,BZ05,31,4,312,89.2015,1.1523,0.8678,0.9465,0.1866,110.2242,business,sparse_topk,40,0.012219,0.156131,ministral8b::BZ05::31
ministral8b,BZ05,31,5,312,13.2267,1.07,0.9346,0.9982,0.0634,131.59,business,sparse_topk,40,0.026955,0.302363,ministral8b::BZ05::31
ministral8b,BZ05,31,6,312,85.0274,1.3435,0.7443,0.9068,0.2356,99.653,business,sparse_topk,40,0.002317,0.02172,ministral8b::BZ05::31
ministral8b,BZ05,31,7,312,6.0659,1.0267,0.974,0.9992,0.0447,145.7951,business,sparse_topk,40,0.002122,0.017944,ministral8b::BZ05::31
ministral8b,BZ05,31,8,312,10.0037,1.0448,0.9571,0.9975,0.0416,137.2345,business,sparse_topk,40,0.006504,0.069895,ministral8b::BZ05::31
ministral8b,BZ05,31,9,312,6.9901,1.0332,0.9679,0.9984,0.0367,140.0147,business,sparse_topk,40,0.005151,0.050874,ministral8b::BZ05::31
ministral8b,BZ05,31,10,312,7.5415,1.0448,0.9571,0.9987,0.0391,138.3076,business,sparse_topk,40,0.007228,0.075062,ministral8b::BZ05::31
ministral8b,BZ05,31,11,312,10.3486,1.0429,0.9588,0.9952,0.0392,135.6326,business,sparse_topk,40,0.005274,0.05968,ministral8b::BZ05::31
ministral8b,BZ05,31,12,312,6.498,1.0216,0.9789,0.9989,0.037,141.2296,business,sparse_topk,40,0.005522,0.056387,ministral8b::BZ05::31
ministral8b,BZ05,31,13,312,6.902,1.0212,0.9793,0.9986,0.0376,141.1511,business,sparse_topk,40,0.004035,0.040105,ministral8b::BZ05::31
ministral8b,BZ05,31,14,312,31.9459,1.066,0.9381,0.9638,0.1126,121.5392,business,sparse_topk,40,0.010877,0.126269,ministral8b::BZ05::31
ministral8b,BZ05,31,15,312,9.9778,1.0229,0.9776,0.9928,0.0563,144.7479,business,sparse_topk,40,0.002531,0.020038,ministral8b::BZ05::31
ministral8b,BZ05,31,16,312,126.5702,1.1749,0.8512,0.8994,0.201,92.4783,business,sparse_topk,40,0.028999,0.452113,ministral8b::BZ05::31
ministral8b,BZ05,31,17,312,1.9599,1.0124,0.9878,1.0,0.0288,149.5562,business,sparse_topk,40,0.002966,0.028378,ministral8b::BZ05::31
ministral8b,BZ05,31,18,312,180.7631,2.0722,0.4826,0.5513,0.4602,65.1052,business,sparse_topk,40,0.004312,0.04289,ministral8b::BZ05::31
ministral8b,BZ05,31,19,312,45.1973,1.0505,0.9519,0.9772,0.0963,121.8407,business,sparse_topk,40,0.009894,0.126552,ministral8b::BZ05::31
ministral8b,BZ05,31,20,312,67.5442,1.0658,0.9383,0.9538,0.2275,107.0742,business,sparse_topk,40,0.01026,0.119947,ministral8b::BZ05::31
ministral8b,BZ05,31,21,312,12.0046,1.0199,0.9805,0.9984,0.0597,143.9873,business,sparse_topk,40,0.002754,0.027423,ministral8b::BZ05::31
ministral8b,BZ05,31,22,312,20.3278,1.0144,0.9858,0.9931,0.0767,139.8967,business,sparse_topk,40,0.005086,0.054307,ministral8b::BZ05::31
ministral8b,BZ05,31,23,312,60.7002,1.041,0.9606,0.9788,0.1206,133.5077,business,sparse_topk,40,0.004168,0.040171,ministral8b::BZ05::31
ministral8b,BZ05,31,24,312,6.1461,1.0447,0.9572,0.9983,0.0365,139.8718,business,sparse_topk,40,0.003478,0.034199,ministral8b::BZ05::31
ministral8b,BZ05,31,25,312,6.7795,1.045,0.9569,0.9985,0.0367,139.9882,business,sparse_topk,40,0.004702,0.047496,ministral8b::BZ05::31
ministral8b,BZ05,31,26,312,5.7666,1.0324,0.9686,0.9991,0.0337,141.8344,business,sparse_topk,40,0.005755,0.057263,ministral8b::BZ05::31
ministral8b,BZ05,31,27,312,4.5382,1.0327,0.9684,0.9995,0.0331,141.9708,business,sparse_topk,40,0.004202,0.040597,ministral8b::BZ05::31
ministral8b,BZ05,31,28,312,32.5076,1.0788,0.9269,0.9536,0.1023,132.8187,business,sparse_topk,40,0.010376,0.110454,ministral8b::BZ05::31
ministral8b,BZ05,31,29,312,234.1411,1.8578,0.5383,0.5735,0.4592,79.9875,business,sparse_topk,40,0.00208,0.0157,ministral8b::BZ05::31
ministral8b,BZ05,31,30,312,24.0947,1.0464,0.9556,0.9788,0.0411,138.1587,business,sparse_topk,40,0.003069,0.024964,ministral8b::BZ05::31
ministral8b,BZ05,31,31,312,9.5504,1.0177,0.9826,0.997,0.0399,140.3951,business,sparse_topk,40,0.006774,0.06782,ministral8b::BZ05::31
ministral8b,BZ05,32,0,312,7.8616,1.1183,0.8942,0.9985,0.0455,132.8448,business,sparse_topk,40,0.019506,0.238341,ministral8b::BZ05::32
ministral8b,BZ05,32,1,312,18.4866,1.0298,0.971,0.9965,0.0764,135.3078,business,sparse_topk,40,0.01338,0.160498,ministral8b::BZ05::32
ministral8b,BZ05,32,2,312,13.0606,1.1102,0.9008,0.9944,0.0442,128.2074,business,sparse_topk,40,0.021295,0.273173,ministral8b::BZ05::32
ministral8b,BZ05,32,3,312,10.5188,1.0488,0.9535,0.9925,0.0657,139.2311,business,sparse_topk,40,0.007682,0.082197,ministral8b::BZ05::32
ministral8b,BZ05,32,4,312,206.9918,1.4952,0.6688,0.7044,0.3285,81.5989,business,sparse_topk,40,0.022465,0.306665,ministral8b::BZ05::32
ministral8b,BZ05,32,5,312,108.0658,1.179,0.8482,0.8968,0.1701,110.9419,business,sparse_topk,40,0.004441,0.03931,ministral8b::BZ05::32
ministral8b,BZ05,32,6,312,119.7066,1.1522,0.8679,0.894,0.2619,95.049,business,sparse_topk,40,0.006645,0.074595,ministral8b::BZ05::32
ministral8b,BZ05,32,7,312,92.2559,1.0814,0.9247,0.9426,0.162,111.0464,business,sparse_topk,40,0.007086,0.07544,ministral8b::BZ05::32
ministral8b,BZ05,32,8,312,4.0629,1.019,0.9813,0.9996,0.032,144.3402,business,sparse_topk,40,0.003194,0.02652,ministral8b::BZ05::32
ministral8b,BZ05,32,9,312,7.2722,1.0242,0.9764,0.9987,0.0392,142.8177,business,sparse_topk,40,0.005639,0.051854,ministral8b::BZ05::32
ministral8b,BZ05,32,10,312,10.4575,1.0332,0.9679,0.9973,0.0421,139.2975,business,sparse_topk,40,0.005742,0.055753,ministral8b::BZ05::32
ministral8b,BZ05,32,11,312,10.2787,1.0564,0.9466,0.9978,0.0446,136.7059,business,sparse_topk,40,0.007177,0.074934,ministral8b::BZ05::32
ministral8b,BZ05,32,12,312,11.9795,1.0842,0.9223,0.9929,0.0421,131.3733,business,sparse_topk,40,0.008377,0.091373,ministral8b::BZ05::32
ministral8b,BZ05,32,13,312,19.3331,1.1224,0.891,0.9804,0.0853,115.989,business,sparse_topk,40,0.018708,0.243654,ministral8b::BZ05::32
ministral8b,BZ05,32,14,312,32.5368,1.1327,0.8828,0.9598,0.0916,116.7945,business,sparse_topk,40,0.022534,0.305354,ministral8b::BZ05::32
ministral8b,BZ05,32,15,312,9.3422,1.1595,0.8624,0.9944,0.0413,131.7263,business,sparse_topk,40,0.005723,0.063953,ministral8b::BZ05::32
ministral8b,BZ05,32,16,312,165.7297,1.6138,0.6196,0.6835,0.3734,79.292,business,sparse_topk,40,0.004106,0.040852,ministral8b::BZ05::32
ministral8b,BZ05,32,17,312,18.8657,1.1842,0.8444,0.9913,0.0857,134.9028,business,sparse_topk,40,0.001631,0.008968,ministral8b::BZ05::32
ministral8b,BZ05,32,18,312,7.1009,1.1777,0.8491,0.9983,0.0588,134.9115,business,sparse_topk,40,0.002854,0.026563,ministral8b::BZ05::32
ministral8b,BZ05,32,19,312,8.5225,1.2068,0.8286,0.9979,0.0612,134.5275,business,sparse_topk,40,0.003815,0.034169,ministral8b::BZ05::32
ministral8b,BZ05,32,20,312,4.4022,1.0058,0.9942,0.9996,0.0397,143.3514,business,sparse_topk,40,0.00933,0.106278,ministral8b::BZ05::32
ministral8b,BZ05,32,21,312,2.8733,1.0132,0.9869,0.9999,0.0343,146.5781,business,sparse_topk,40,0.009152,0.101856,ministral8b::BZ05::32
ministral8b,BZ05,32,22,312,5.6488,1.0163,0.984,0.9995,0.0451,141.7443,business,sparse_topk,40,0.012364,0.142054,ministral8b::BZ05::32
ministral8b,BZ05,32,23,312,3.1336,1.0037,0.9963,0.9998,0.0356,147.2384,business,sparse_topk,40,0.006076,0.063451,ministral8b::BZ05::32
ministral8b,BZ05,32,24,312,35.4394,1.1355,0.8807,0.9859,0.125,129.6211,business,sparse_topk,40,0.002298,0.018399,ministral8b::BZ05::32
ministral8b,BZ05,32,25,312,54.5856,1.1429,0.875,0.9463,0.1679,104.8631,business,sparse_topk,40,0.006771,0.075096,ministral8b::BZ05::32
ministral8b,BZ05,32,26,312,64.616,1.1732,0.8524,0.9451,0.1829,114.2422,business,sparse_topk,40,0.00272,0.02473,ministral8b::BZ05::32
ministral8b,BZ05,32,27,312,31.5514,1.0877,0.9194,0.9806,0.099,136.2759,business,sparse_topk,40,0.001624,0.009903,ministral8b::BZ05::32
ministral8b,BZ05,32,28,312,24.9655,1.0574,0.9457,0.976,0.1161,127.3245,business,sparse_topk,40,0.007923,0.090035,ministral8b::BZ05::32
ministral8b,BZ05,32,29,312,35.7284,1.1099,0.9009,0.9441,0.1442,121.7003,business,sparse_topk,40,0.008697,0.099634,ministral8b::BZ05::32
ministral8b,BZ05,32,30,312,3.679,1.0136,0.9866,0.9998,0.0408,145.4669,business,sparse_topk,40,0.005147,0.054658,ministral8b::BZ05::32
ministral8b,BZ05,32,31,312,36.3601,1.0495,0.9528,0.9846,0.091,119.9876,business,sparse_topk,40,0.021124,0.288382,ministral8b::BZ05::32
ministral8b,BZ05,33,0,312,21.1985,1.0265,0.9742,0.9914,0.0913,139.4955,business,sparse_topk,40,0.001248,0.003912,ministral8b::BZ05::33
ministral8b,BZ05,33,1,312,72.6637,1.0654,0.9386,0.9566,0.1844,121.4416,business,sparse_topk,40,0.001547,0.009321,ministral8b::BZ05::33
ministral8b,BZ05,33,2,312,149.7837,1.2896,0.7754,0.8038,0.3116,90.1777,business,sparse_topk,40,0.004465,0.045975,ministral8b::BZ05::33
ministral8b,BZ05,33,3,312,12.9178,1.0106,0.9895,0.9978,0.0655,144.0012,business,sparse_topk,40,0.001923,0.013052,ministral8b::BZ05::33
ministral8b,BZ05,33,4,312,3.2248,1.003,0.997,0.9996,0.0298,146.1089,business,sparse_topk,40,0.004825,0.050818,ministral8b::BZ05::33
ministral8b,BZ05,33,5,312,3.6954,1.0057,0.9944,0.9997,0.0364,145.0655,business,sparse_topk,40,0.008123,0.081264,ministral8b::BZ05::33
ministral8b,BZ05,33,6,312,14.1917,1.0167,0.9836,0.9937,0.0618,128.9687,business,sparse_topk,40,0.011882,0.158061,ministral8b::BZ05::33
ministral8b,BZ05,33,7,312,41.2332,1.056,0.947,0.9701,0.1263,122.677,business,sparse_topk,40,0.015206,0.184238,ministral8b::BZ05::33
ministral8b,BZ05,33,8,312,102.2896,1.2159,0.8224,0.9144,0.1889,105.4429,business,sparse_topk,40,0.006681,0.072933,ministral8b::BZ05::33
ministral8b,BZ05,33,9,312,239.2348,1.9881,0.503,0.5563,0.3665,73.1724,business,sparse_topk,40,0.023941,0.327349,ministral8b::BZ05::33
ministral8b,BZ05,33,10,312,35.0143,1.0722,0.9327,0.9761,0.1172,130.9866,business,sparse_topk,40,0.002862,0.022788,ministral8b::BZ05::33
ministral8b,BZ05,33,11,312,152.657,1.3229,0.7559,0.8263,0.2754,91.2972,business,sparse_topk,40,0.007198,0.081741,ministral8b::BZ05::33
ministral8b,BZ05,33,12,312,249.9077,1.9431,0.5146,0.5447,0.4863,78.4986,business,sparse_topk,40,0.001082,7.8e-05,ministral8b::BZ05::33
ministral8b,BZ05,33,13,312,86.9465,1.1917,0.8391,0.9496,0.1529,128.774,business,sparse_topk,40,0.001222,0.000462,ministral8b::BZ05::33
ministral8b,BZ05,33,14,312,61.7462,1.1194,0.8933,0.9602,0.1494,130.1307,business,sparse_topk,40,0.00125,0.003665,ministral8b::BZ05::33
ministral8b,BZ05,33,15,312,94.1429,1.0646,0.9393,0.9656,0.1528,124.5911,business,sparse_topk,40,0.010828,0.121486,ministral8b::BZ05::33
ministral8b,BZ05,33,16,312,143.1989,1.4968,0.6681,0.8277,0.2921,109.3538,business,sparse_topk,40,0.001143,0.001276,ministral8b::BZ05::33
ministral8b,BZ05,33,17,312,76.4075,1.0885,0.9187,0.9672,0.1595,128.9166,business,sparse_topk,40,0.001195,0.001158,ministral8b::BZ05::33
ministral8b,BZ05,33,18,312,99.5791,1.1457,0.8728,0.9232,0.2115,105.9474,business,sparse_topk,40,0.004904,0.055881,ministral8b::BZ05::33
ministral8b,BZ05,33,19,312,26.8811,1.1474,0.8715,0.9878,0.0913,137.9857,business,sparse_topk,40,0.00125,0.001446,ministral8b::BZ05::33
ministral8b,BZ05,33,20,312,21.9884,1.0435,0.9584,0.9877,0.0758,131.2089,business,sparse_topk,40,0.006854,0.077297,ministral8b::BZ05::33
ministral8b,BZ05,33,21,312,6.8305,1.0257,0.975,0.9986,0.0369,141.9512,business,sparse_topk,40,0.004114,0.040899,ministral8b::BZ05::33
ministral8b,BZ05,33,22,312,15.9087,1.0394,0.9621,0.9835,0.0842,130.4457,business,sparse_topk,40,0.007743,0.07863,ministral8b::BZ05::33
ministral8b,BZ05,33,23,312,4.2013,1.0136,0.9866,0.9995,0.0328,143.9106,business,sparse_topk,40,0.003619,0.032953,ministral8b::BZ05::33
ministral8b,BZ05,33,24,312,125.8726,1.2568,0.7957,0.8415,0.2478,93.8987,business,sparse_topk,40,0.00674,0.076291,ministral8b::BZ05::33
ministral8b,BZ05,33,25,312,160.3479,1.4358,0.6965,0.7324,0.4127,85.0192,business,sparse_topk,40,0.001519,0.009947,ministral8b::BZ05::33
ministral8b,BZ05,33,26,312,201.673,1.8513,0.5402,0.5835,0.425,71.0507,business,sparse_topk,40,0.006486,0.066547,ministral8b::BZ05::33
ministral8b,BZ05,33,27,312,164.701,1.3836,0.7228,0.7903,0.2615,83.0213,business,sparse_topk,40,0.031214,0.509219,ministral8b::BZ05::33
ministral8b,BZ05,33,28,312,167.6855,1.3851,0.7219,0.7982,0.2618,104.9039,business,sparse_topk,40,0.002144,0.012823,ministral8b::BZ05::33
ministral8b,BZ05,33,29,312,178.944,1.4084,0.71,0.7723,0.2415,95.1817,business,sparse_topk,40,0.005181,0.059796,ministral8b::BZ05::33
ministral8b,BZ05,33,30,312,230.9978,2.4744,0.4041,0.4552,0.4596,65.6662,business,sparse_topk,40,0.00954,0.107604,ministral8b::BZ05::33
ministral8b,BZ05,33,31,312,276.8035,4.4489,0.2248,0.265,0.5786,57.2755,business,sparse_topk,40,0.001726,0.010792,ministral8b::BZ05::33
ministral8b,BZ05,34,0,312,89.8144,1.1289,0.8858,0.9247,0.2074,106.9477,business,sparse_topk,40,0.006302,0.07169,ministral8b::BZ05::34
ministral8b,BZ05,34,1,312,13.3314,1.0253,0.9753,0.9941,0.0622,140.4016,business,sparse_topk,40,0.006548,0.066122,ministral8b::BZ05::34
ministral8b,BZ05,34,2,312,42.7845,1.0355,0.9657,0.9786,0.1402,105.8118,business,sparse_topk,40,0.035683,0.526163,ministral8b::BZ05::34
ministral8b,BZ05,34,3,312,35.2883,1.0287,0.9721,0.9905,0.099,131.0021,business,sparse_topk,40,0.012418,0.1453,ministral8b::BZ05::34
ministral8b,BZ05,34,4,312,38.0015,1.0704,0.9342,0.9577,0.1462,118.3615,business,sparse_topk,40,0.010352,0.115506,ministral8b::BZ05::34
ministral8b,BZ05,34,5,312,19.2233,1.0152,0.9851,0.9947,0.0781,126.769,business,sparse_topk,40,0.011036,0.138719,ministral8b::BZ05::34
ministral8b,BZ05,34,6,312,71.9218,1.055,0.9478,0.9599,0.2067,114.0085,business,sparse_topk,40,0.005087,0.048287,ministral8b::BZ05::34
ministral8b,BZ05,34,7,312,26.8748,1.0448,0.9571,0.9805,0.1108,125.4139,business,sparse_topk,40,0.009973,0.114456,ministral8b::BZ05::34
ministral8b,BZ05,34,8,312,40.7696,1.0712,0.9336,0.9646,0.0514,128.4791,business,sparse_topk,40,0.004544,0.044947,ministral8b::BZ05::34
ministral8b,BZ05,34,9,312,36.5878,1.1002,0.9089,0.9529,0.0448,132.1317,business,sparse_topk,40,0.002682,0.020723,ministral8b::BZ05::34
ministral8b,BZ05,34,10,312,15.2607,1.0407,0.9609,0.9913,0.0386,135.6292,business,sparse_topk,40,0.003039,0.026139,ministral8b::BZ05::34
ministral8b,BZ05,34,11,312,8.9994,1.014,0.9862,0.9957,0.0351,139.9376,business,sparse_topk,40,0.003757,0.032781,ministral8b::BZ05::34
ministral8b,BZ05,34,12,312,80.5759,1.1245,0.8893,0.9309,0.1399,109.1281,business,sparse_topk,40,0.011796,0.139503,ministral8b::BZ05::34
ministral8b,BZ05,34,13,312,25.9625,1.0435,0.9583,0.9862,0.0501,133.9678,business,sparse_topk,40,0.005906,0.059087,ministral8b::BZ05::34
ministral8b,BZ05,34,14,312,14.1147,1.0338,0.9673,0.9914,0.0374,139.5483,business,sparse_topk,40,0.0027,0.021927,ministral8b::BZ05::34
ministral8b,BZ05,34,15,312,20.3776,1.0498,0.9526,0.9858,0.042,131.4369,business,sparse_topk,40,0.005095,0.057064,ministral8b::BZ05::34
ministral8b,BZ05,34,16,312,85.134,1.0866,0.9203,0.957,0.1485,107.2766,business,sparse_topk,40,0.034933,0.500201,ministral8b::BZ05::34
