model_tag,task_id,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist,domain,best_method,best_param,best_frob_rel,best_kl_mean,group_id
ministral8b,TR01,15,13,667,254.8626,1.3378,0.7475,0.7879,0.3413,145.0811,travel,sparse_topk,40,0.003064,0.017474,ministral8b::TR01::15
ministral8b,TR01,15,14,667,233.0874,1.1696,0.855,0.8869,0.244,157.8921,travel,sparse_topk,40,0.008769,0.080767,ministral8b::TR01::15
ministral8b,TR01,15,15,667,214.3731,1.1903,0.8401,0.8785,0.1898,144.4507,travel,sparse_topk,40,0.010516,0.113812,ministral8b::TR01::15
ministral8b,TR01,15,16,667,246.0465,1.2244,0.8168,0.8485,0.2493,154.8155,travel,sparse_topk,40,0.012099,0.119256,ministral8b::TR01::15
ministral8b,TR01,15,17,667,143.0347,1.1711,0.8539,0.9124,0.1326,161.709,travel,sparse_topk,40,0.025003,0.317971,ministral8b::TR01::15
ministral8b,TR01,15,18,667,134.7399,1.1512,0.8686,0.9452,0.1008,179.7192,travel,sparse_topk,40,0.018555,0.245501,ministral8b::TR01::15
ministral8b,TR01,15,19,667,274.7002,1.4262,0.7012,0.7757,0.2072,150.7372,travel,sparse_topk,40,0.007832,0.080214,ministral8b::TR01::15
ministral8b,TR01,15,20,667,291.2047,1.9187,0.5212,0.614,0.3098,132.3747,travel,sparse_topk,40,0.007493,0.058177,ministral8b::TR01::15
ministral8b,TR01,15,21,667,138.4424,1.2132,0.8243,0.9345,0.1008,179.4191,travel,sparse_topk,40,0.010603,0.14665,ministral8b::TR01::15
ministral8b,TR01,15,22,667,242.6119,1.4079,0.7103,0.795,0.1976,142.8558,travel,sparse_topk,40,0.021904,0.249883,ministral8b::TR01::15
ministral8b,TR01,15,23,667,188.2753,1.8643,0.5364,0.7081,0.1202,145.3028,travel,sparse_topk,40,0.013788,0.167739,ministral8b::TR01::15
ministral8b,TR01,15,24,667,266.8365,2.5653,0.3898,0.478,0.4382,110.3831,travel,sparse_topk,40,0.001654,0.00968,ministral8b::TR01::15
ministral8b,TR01,15,25,667,474.5699,8.0333,0.1245,0.1602,0.7365,84.6664,travel,sparse_topk,40,0.001023,0.00058,ministral8b::TR01::15
ministral8b,TR01,15,26,667,484.9414,3.4518,0.2897,0.3496,0.4988,98.499,travel,sparse_topk,40,0.006424,0.058602,ministral8b::TR01::15
ministral8b,TR01,15,27,667,199.0128,1.9458,0.5139,0.6268,0.3021,132.408,travel,sparse_topk,40,0.001916,0.012332,ministral8b::TR01::15
ministral8b,TR01,15,28,667,45.9749,1.0435,0.9583,0.9918,0.0673,252.6751,travel,sparse_topk,40,0.00759,0.075118,ministral8b::TR01::15
ministral8b,TR01,15,29,667,61.5961,1.0471,0.9551,0.9893,0.0831,243.5599,travel,sparse_topk,40,0.00748,0.071463,ministral8b::TR01::15
ministral8b,TR01,15,30,667,96.4618,1.0746,0.9306,0.9691,0.1127,210.5909,travel,sparse_topk,40,0.006323,0.064659,ministral8b::TR01::15
ministral8b,TR01,15,31,667,44.0316,1.0467,0.9554,0.9913,0.0578,243.8992,travel,sparse_topk,40,0.010479,0.107804,ministral8b::TR01::15
ministral8b,TR01,16,0,667,638.2842,11.2237,0.0891,0.106,0.6386,83.0708,travel,sparse_topk,40,0.004742,0.041688,ministral8b::TR01::16
ministral8b,TR01,16,1,667,274.212,1.6703,0.5987,0.7072,0.3517,123.3483,travel,sparse_topk,40,0.003281,0.027575,ministral8b::TR01::16
ministral8b,TR01,16,2,667,107.3059,1.1585,0.8632,0.9623,0.1209,221.6543,travel,sparse_topk,40,0.008866,0.092584,ministral8b::TR01::16
ministral8b,TR01,16,3,667,243.8063,2.9237,0.342,0.4892,0.2659,95.8551,travel,sparse_topk,40,0.006516,0.062392,ministral8b::TR01::16
ministral8b,TR01,16,4,667,79.814,1.1251,0.8888,0.976,0.0793,252.3694,travel,sparse_topk,40,0.006536,0.05922,ministral8b::TR01::16
ministral8b,TR01,16,5,667,104.3289,1.1367,0.8797,0.9643,0.1309,235.163,travel,sparse_topk,40,0.005771,0.051945,ministral8b::TR01::16
ministral8b,TR01,16,6,667,105.4415,1.1141,0.8976,0.9667,0.1107,236.0656,travel,sparse_topk,40,0.005392,0.048629,ministral8b::TR01::16
ministral8b,TR01,16,7,667,91.696,1.1229,0.8906,0.9727,0.0979,230.104,travel,sparse_topk,40,0.006569,0.069594,ministral8b::TR01::16
ministral8b,TR01,16,8,667,275.733,1.4307,0.6989,0.7857,0.3293,156.9906,travel,sparse_topk,40,0.002859,0.022651,ministral8b::TR01::16
ministral8b,TR01,16,9,667,246.2484,1.3059,0.7657,0.8483,0.2975,169.0439,travel,sparse_topk,40,0.002047,0.016991,ministral8b::TR01::16
ministral8b,TR01,16,10,667,253.3069,1.3116,0.7624,0.8377,0.2654,147.4761,travel,sparse_topk,40,0.006207,0.062576,ministral8b::TR01::16
ministral8b,TR01,16,11,667,609.9601,3.749,0.2667,0.3015,0.4897,112.6756,travel,sparse_topk,40,0.003933,0.037968,ministral8b::TR01::16
ministral8b,TR01,16,12,667,13.9209,1.0549,0.948,0.9973,0.0258,293.3667,travel,sparse_topk,40,0.007678,0.074239,ministral8b::TR01::16
ministral8b,TR01,16,13,667,311.9752,1.2278,0.8145,0.8546,0.2728,156.7449,travel,sparse_topk,40,0.008298,0.085032,ministral8b::TR01::16
ministral8b,TR01,16,14,667,208.7374,1.1976,0.835,0.8749,0.2521,179.3841,travel,sparse_topk,40,0.004308,0.04015,ministral8b::TR01::16
ministral8b,TR01,16,15,667,307.0401,1.2767,0.7832,0.8189,0.2887,157.7882,travel,sparse_topk,40,0.009627,0.099904,ministral8b::TR01::16
ministral8b,TR01,16,16,667,140.0382,1.1588,0.863,0.9038,0.0809,231.2111,travel,sparse_topk,40,0.003257,0.022981,ministral8b::TR01::16
ministral8b,TR01,16,17,667,97.3324,1.1109,0.9002,0.9459,0.0659,266.9666,travel,sparse_topk,40,0.002452,0.018228,ministral8b::TR01::16
ministral8b,TR01,16,18,667,183.0754,1.3219,0.7565,0.8081,0.2429,200.1604,travel,sparse_topk,40,0.003,0.024864,ministral8b::TR01::16
ministral8b,TR01,16,19,667,326.8591,1.556,0.6427,0.678,0.2683,201.8227,travel,sparse_topk,40,0.002551,0.0163,ministral8b::TR01::16
ministral8b,TR01,16,20,667,66.6773,1.0622,0.9415,0.9759,0.0604,218.7119,travel,sparse_topk,40,0.014063,0.168104,ministral8b::TR01::16
ministral8b,TR01,16,21,667,53.2464,1.0339,0.9673,0.991,0.0716,237.5784,travel,sparse_topk,40,0.015216,0.170651,ministral8b::TR01::16
ministral8b,TR01,16,22,667,139.2788,1.1032,0.9064,0.9469,0.1292,190.4032,travel,sparse_topk,40,0.015646,0.191464,ministral8b::TR01::16
ministral8b,TR01,16,23,667,154.7928,1.1535,0.867,0.9108,0.1385,183.1652,travel,sparse_topk,40,0.014495,0.160325,ministral8b::TR01::16
ministral8b,TR01,16,24,667,141.5144,1.0861,0.9207,0.9522,0.1435,191.6018,travel,sparse_topk,40,0.00637,0.061024,ministral8b::TR01::16
ministral8b,TR01,16,25,667,65.9134,1.0427,0.9591,0.9856,0.0542,224.4351,travel,sparse_topk,40,0.022075,0.298088,ministral8b::TR01::16
ministral8b,TR01,16,26,667,371.6535,5.2933,0.1889,0.2335,0.6115,78.7692,travel,sparse_topk,40,0.002425,0.016529,ministral8b::TR01::16
ministral8b,TR01,16,27,667,293.7751,1.4994,0.6669,0.7034,0.3841,129.8792,travel,sparse_topk,40,0.002988,0.020565,ministral8b::TR01::16
ministral8b,TR01,16,28,667,58.8346,1.0637,0.9401,0.9825,0.0629,241.0542,travel,sparse_topk,40,0.005969,0.062971,ministral8b::TR01::16
ministral8b,TR01,16,29,667,43.5996,1.0516,0.9509,0.9831,0.0656,261.2222,travel,sparse_topk,40,0.00314,0.022555,ministral8b::TR01::16
ministral8b,TR01,16,30,667,58.0301,1.084,0.9225,0.9834,0.0659,261.1184,travel,sparse_topk,40,0.003797,0.027724,ministral8b::TR01::16
ministral8b,TR01,16,31,667,115.0745,1.1134,0.8981,0.9554,0.1166,223.2156,travel,sparse_topk,40,0.006989,0.06862,ministral8b::TR01::16
ministral8b,TR01,17,0,667,27.2755,1.0561,0.9469,0.9896,0.0365,260.5457,travel,sparse_topk,40,0.009027,0.098355,ministral8b::TR01::17
ministral8b,TR01,17,1,667,25.6309,1.0546,0.9482,0.9948,0.0397,262.3004,travel,sparse_topk,40,0.013873,0.163126,ministral8b::TR01::17
ministral8b,TR01,17,2,667,66.6749,1.0757,0.9297,0.9757,0.0508,262.5883,travel,sparse_topk,40,0.004992,0.046226,ministral8b::TR01::17
ministral8b,TR01,17,3,667,7.2034,1.0419,0.9598,0.9994,0.0232,278.5975,travel,sparse_topk,40,0.011507,0.141827,ministral8b::TR01::17
ministral8b,TR01,17,4,667,169.4952,1.2789,0.7819,0.8921,0.1521,195.8139,travel,sparse_topk,40,0.005169,0.052176,ministral8b::TR01::17
ministral8b,TR01,17,5,667,154.4361,1.2397,0.8067,0.8972,0.1229,175.8393,travel,sparse_topk,40,0.007821,0.1015,ministral8b::TR01::17
ministral8b,TR01,17,6,667,235.9743,1.1915,0.8393,0.908,0.1623,173.9173,travel,sparse_topk,40,0.015549,0.203941,ministral8b::TR01::17
ministral8b,TR01,17,7,667,182.4394,1.2207,0.8192,0.8835,0.1832,193.7909,travel,sparse_topk,40,0.005396,0.043827,ministral8b::TR01::17
ministral8b,TR01,17,8,667,27.7903,1.0462,0.9558,0.9944,0.0323,257.4363,travel,sparse_topk,40,0.015365,0.188996,ministral8b::TR01::17
ministral8b,TR01,17,9,667,20.9191,1.0434,0.9584,0.9945,0.0274,291.6167,travel,sparse_topk,40,0.002951,0.023092,ministral8b::TR01::17
ministral8b,TR01,17,10,667,29.6361,1.0403,0.9613,0.992,0.0348,268.8416,travel,sparse_topk,40,0.00426,0.037888,ministral8b::TR01::17
ministral8b,TR01,17,11,667,45.7978,1.0627,0.941,0.9808,0.0446,264.3203,travel,sparse_topk,40,0.005138,0.046174,ministral8b::TR01::17
ministral8b,TR01,17,12,667,151.2093,1.159,0.8628,0.9217,0.1342,196.3005,travel,sparse_topk,40,0.007902,0.074131,ministral8b::TR01::17
ministral8b,TR01,17,13,667,72.3153,1.0946,0.9135,0.9706,0.0897,256.4047,travel,sparse_topk,40,0.007373,0.057918,ministral8b::TR01::17
ministral8b,TR01,17,14,667,125.5115,1.0935,0.9145,0.9606,0.1094,208.3661,travel,sparse_topk,40,0.010054,0.124531,ministral8b::TR01::17
ministral8b,TR01,17,15,667,57.9614,1.0862,0.9206,0.986,0.0616,241.2032,travel,sparse_topk,40,0.013059,0.149109,ministral8b::TR01::17
ministral8b,TR01,17,16,667,144.6237,1.1122,0.8991,0.9148,0.1616,286.3507,travel,sparse_topk,40,0.00276,0.023406,ministral8b::TR01::17
ministral8b,TR01,17,17,667,6.1801,1.027,0.9737,0.9996,0.0286,305.1159,travel,sparse_topk,40,0.007932,0.081855,ministral8b::TR01::17
ministral8b,TR01,17,18,667,155.0781,1.0889,0.9184,0.9379,0.2044,195.5904,travel,sparse_topk,40,0.005007,0.05465,ministral8b::TR01::17
ministral8b,TR01,17,19,667,36.725,1.0428,0.959,0.9891,0.0698,303.1032,travel,sparse_topk,40,0.002663,0.02113,ministral8b::TR01::17
ministral8b,TR01,17,20,667,125.14,1.3533,0.7389,0.8828,0.1009,162.4759,travel,sparse_topk,40,0.013873,0.208862,ministral8b::TR01::17
ministral8b,TR01,17,21,667,110.2564,1.1573,0.8641,0.9413,0.1121,217.1653,travel,sparse_topk,40,0.00828,0.082608,ministral8b::TR01::17
ministral8b,TR01,17,22,667,655.3962,48.9351,0.0204,0.0295,0.7948,46.2712,travel,sparse_topk,40,0.00198,0.013365,ministral8b::TR01::17
ministral8b,TR01,17,23,667,203.3825,1.5003,0.6665,0.7705,0.1745,161.2637,travel,sparse_topk,40,0.010906,0.142949,ministral8b::TR01::17
ministral8b,TR01,17,24,667,91.476,1.0868,0.9201,0.9632,0.0972,220.6791,travel,sparse_topk,40,0.006672,0.078153,ministral8b::TR01::17
ministral8b,TR01,17,25,667,76.876,1.0785,0.9273,0.9766,0.083,233.7626,travel,sparse_topk,40,0.008297,0.088648,ministral8b::TR01::17
ministral8b,TR01,17,26,667,90.0222,1.0922,0.9156,0.9633,0.0806,219.8002,travel,sparse_topk,40,0.008358,0.09517,ministral8b::TR01::17
ministral8b,TR01,17,27,667,93.388,1.0835,0.9229,0.9635,0.1034,231.6863,travel,sparse_topk,40,0.011192,0.12315,ministral8b::TR01::17
ministral8b,TR01,17,28,667,44.0582,1.1096,0.9012,0.9785,0.0365,261.5223,travel,sparse_topk,40,0.004329,0.049315,ministral8b::TR01::17
ministral8b,TR01,17,29,667,58.6861,1.0884,0.9188,0.9788,0.0621,250.7872,travel,sparse_topk,40,0.003566,0.031214,ministral8b::TR01::17
ministral8b,TR01,17,30,667,35.9302,1.0767,0.9288,0.9907,0.0355,267.6059,travel,sparse_topk,40,0.006791,0.064657,ministral8b::TR01::17
ministral8b,TR01,17,31,667,79.663,1.1387,0.8782,0.9583,0.0705,224.0381,travel,sparse_topk,40,0.008603,0.083344,ministral8b::TR01::17
ministral8b,TR01,18,0,667,540.8352,2.2663,0.4412,0.4822,0.4095,144.7643,travel,sparse_topk,40,0.004889,0.045192,ministral8b::TR01::18
ministral8b,TR01,18,1,667,231.8652,1.3654,0.7324,0.8188,0.2424,170.0959,travel,sparse_topk,40,0.003812,0.033625,ministral8b::TR01::18
ministral8b,TR01,18,2,667,94.4601,1.1173,0.895,0.9801,0.087,225.275,travel,sparse_topk,40,0.01285,0.156928,ministral8b::TR01::18
ministral8b,TR01,18,3,667,308.4335,1.6911,0.5913,0.6585,0.3789,141.7842,travel,sparse_topk,40,0.002235,0.017064,ministral8b::TR01::18
ministral8b,TR01,18,4,667,54.3348,1.0546,0.9482,0.977,0.1013,285.5648,travel,sparse_topk,40,0.005365,0.049731,ministral8b::TR01::18
ministral8b,TR01,18,5,667,62.084,1.0475,0.9546,0.9745,0.0882,305.5605,travel,sparse_topk,40,0.003043,0.025517,ministral8b::TR01::18
ministral8b,TR01,18,6,667,11.2232,1.0358,0.9654,0.9937,0.041,310.8084,travel,sparse_topk,40,0.001896,0.012874,ministral8b::TR01::18
ministral8b,TR01,18,7,667,30.1282,1.0232,0.9773,0.9919,0.0557,280.3397,travel,sparse_topk,40,0.009992,0.107786,ministral8b::TR01::18
ministral8b,TR01,18,8,667,137.9441,1.0901,0.9173,0.9595,0.125,217.3174,travel,sparse_topk,40,0.008522,0.078372,ministral8b::TR01::18
ministral8b,TR01,18,9,667,88.4666,1.1115,0.8997,0.9656,0.0649,250.3196,travel,sparse_topk,40,0.004213,0.034705,ministral8b::TR01::18
ministral8b,TR01,18,10,667,46.0738,1.0668,0.9374,0.982,0.0385,259.155,travel,sparse_topk,40,0.008187,0.0839,ministral8b::TR01::18
ministral8b,TR01,18,11,667,21.1802,1.0579,0.9453,0.9938,0.0266,272.7772,travel,sparse_topk,40,0.013386,0.144294,ministral8b::TR01::18
ministral8b,TR01,18,12,667,65.322,1.0903,0.9171,0.9608,0.083,271.0488,travel,sparse_topk,40,0.004566,0.036204,ministral8b::TR01::18
ministral8b,TR01,18,13,667,60.3793,1.0782,0.9275,0.9771,0.0507,258.3437,travel,sparse_topk,40,0.007105,0.06978,ministral8b::TR01::18
ministral8b,TR01,18,14,667,77.7184,1.1113,0.8999,0.9597,0.0515,270.0494,travel,sparse_topk,40,0.0015,0.004623,ministral8b::TR01::18
ministral8b,TR01,18,15,667,44.173,1.1049,0.9051,0.9651,0.0312,292.777,travel,sparse_topk,40,0.001925,0.011772,ministral8b::TR01::18
ministral8b,TR01,18,16,667,39.2453,1.029,0.9718,0.9925,0.0634,255.2179,travel,sparse_topk,40,0.009972,0.110368,ministral8b::TR01::18
ministral8b,TR01,18,17,667,4.1964,1.0208,0.9796,0.9996,0.02,317.7631,travel,sparse_topk,40,0.00582,0.053359,ministral8b::TR01::18
ministral8b,TR01,18,18,667,9.455,1.0117,0.9884,0.9991,0.0317,281.2709,travel,sparse_topk,40,0.015797,0.178551,ministral8b::TR01::18
ministral8b,TR01,18,19,667,5.491,1.0124,0.9877,0.9998,0.0235,311.3555,travel,sparse_topk,40,0.010443,0.109781,ministral8b::TR01::18
ministral8b,TR01,18,20,667,63.9549,1.0521,0.9505,0.9863,0.0931,241.1351,travel,sparse_topk,40,0.00879,0.097017,ministral8b::TR01::18
ministral8b,TR01,18,21,667,30.7813,1.0374,0.9639,0.9964,0.055,274.3611,travel,sparse_topk,40,0.008929,0.090189,ministral8b::TR01::18
ministral8b,TR01,18,22,667,55.2271,1.0393,0.9622,0.9917,0.0837,255.3293,travel,sparse_topk,40,0.009283,0.102704,ministral8b::TR01::18
ministral8b,TR01,18,23,667,102.7775,1.0744,0.9308,0.9701,0.1366,223.1577,travel,sparse_topk,40,0.005311,0.05852,ministral8b::TR01::18
ministral8b,TR01,18,24,667,170.2997,1.1755,0.8507,0.9284,0.2102,239.0116,travel,sparse_topk,40,0.002,0.013837,ministral8b::TR01::18
ministral8b,TR01,18,25,667,225.657,1.513,0.6609,0.7265,0.3401,173.7813,travel,sparse_topk,40,0.001456,0.008761,ministral8b::TR01::18
ministral8b,TR01,18,26,667,93.1121,1.1002,0.9089,0.9781,0.1264,273.3156,travel,sparse_topk,40,0.001742,0.011507,ministral8b::TR01::18
ministral8b,TR01,18,27,667,529.2564,1.6852,0.5934,0.6128,0.4225,150.1131,travel,sparse_topk,40,0.003394,0.032248,ministral8b::TR01::18
ministral8b,TR01,18,28,667,192.8586,1.3576,0.7366,0.9054,0.1993,191.3277,travel,sparse_topk,40,0.006163,0.06531,ministral8b::TR01::18
ministral8b,TR01,18,29,667,332.4308,1.2424,0.8049,0.886,0.1789,193.6261,travel,sparse_topk,40,0.015421,0.178602,ministral8b::TR01::18
ministral8b,TR01,18,30,667,43.4491,1.2543,0.7973,0.9902,0.0684,272.3664,travel,sparse_topk,40,0.00545,0.050106,ministral8b::TR01::18
ministral8b,TR01,18,31,667,84.7804,1.2351,0.8096,0.9678,0.1087,231.1448,travel,sparse_topk,40,0.004193,0.045438,ministral8b::TR01::18
ministral8b,TR01,19,0,667,164.0811,1.2503,0.7998,0.9155,0.2132,217.6493,travel,sparse_topk,40,0.001696,0.011015,ministral8b::TR01::19
ministral8b,TR01,19,1,667,49.4517,1.133,0.8826,0.9877,0.0941,271.8972,travel,sparse_topk,40,0.001953,0.012991,ministral8b::TR01::19
ministral8b,TR01,19,2,667,106.3372,1.1185,0.8941,0.9752,0.1402,262.2203,travel,sparse_topk,40,0.001581,0.009035,ministral8b::TR01::19
ministral8b,TR01,19,3,667,514.9676,1.5916,0.6283,0.6637,0.3481,176.4056,travel,sparse_topk,40,0.004441,0.040549,ministral8b::TR01::19
ministral8b,TR01,19,4,667,53.6044,1.0494,0.9529,0.9842,0.0759,257.8003,travel,sparse_topk,40,0.006986,0.074662,ministral8b::TR01::19
ministral8b,TR01,19,5,667,253.6544,1.1544,0.8663,0.8879,0.2329,192.0781,travel,sparse_topk,40,0.005141,0.047441,ministral8b::TR01::19
ministral8b,TR01,19,6,667,316.0792,1.1184,0.8941,0.9077,0.2106,179.1965,travel,sparse_topk,40,0.012632,0.149646,ministral8b::TR01::19
ministral8b,TR01,19,7,667,175.4193,1.0795,0.9264,0.9422,0.1816,204.3446,travel,sparse_topk,40,0.005812,0.066867,ministral8b::TR01::19
ministral8b,TR01,19,8,667,312.2044,1.3091,0.7639,0.782,0.376,173.2273,travel,sparse_topk,40,0.002651,0.01846,ministral8b::TR01::19
ministral8b,TR01,19,9,667,268.4759,1.2057,0.8294,0.8514,0.3142,184.8675,travel,sparse_topk,40,0.002279,0.01609,ministral8b::TR01::19
ministral8b,TR01,19,10,667,306.279,1.3113,0.7626,0.7826,0.3638,156.9434,travel,sparse_topk,40,0.003788,0.033407,ministral8b::TR01::19
ministral8b,TR01,19,11,667,360.4131,1.2654,0.7902,0.8069,0.3354,170.097,travel,sparse_topk,40,0.004801,0.049045,ministral8b::TR01::19
ministral8b,TR01,19,12,667,40.7252,1.038,0.9633,0.9928,0.0442,269.2189,travel,sparse_topk,40,0.009881,0.099233,ministral8b::TR01::19
ministral8b,TR01,19,13,667,114.331,1.1205,0.8924,0.9325,0.0786,235.5409,travel,sparse_topk,40,0.008186,0.074574,ministral8b::TR01::19
ministral8b,TR01,19,14,667,49.8927,1.0651,0.9388,0.9838,0.0502,251.7143,travel,sparse_topk,40,0.015085,0.169371,ministral8b::TR01::19
ministral8b,TR01,19,15,667,137.1091,1.2594,0.794,0.8466,0.1333,209.5479,travel,sparse_topk,40,0.005341,0.047222,ministral8b::TR01::19
ministral8b,TR01,19,16,667,9.2811,1.0601,0.9433,0.9991,0.0319,309.1251,travel,sparse_topk,40,0.007062,0.074169,ministral8b::TR01::19
ministral8b,TR01,19,17,667,79.3355,1.0888,0.9185,0.9469,0.1439,262.4947,travel,sparse_topk,40,0.001915,0.012367,ministral8b::TR01::19
ministral8b,TR01,19,18,667,7.1883,1.0233,0.9772,0.9997,0.0258,304.4412,travel,sparse_topk,40,0.012504,0.139453,ministral8b::TR01::19
ministral8b,TR01,19,19,667,67.2002,1.0552,0.9477,0.9708,0.1206,261.5569,travel,sparse_topk,40,0.001912,0.014219,ministral8b::TR01::19
ministral8b,TR01,19,20,667,276.6605,1.3036,0.7671,0.8361,0.3013,186.6339,travel,sparse_topk,40,0.002223,0.01733,ministral8b::TR01::19
ministral8b,TR01,19,21,667,260.4802,1.2659,0.79,0.8506,0.3028,197.8887,travel,sparse_topk,40,0.001638,0.011347,ministral8b::TR01::19
ministral8b,TR01,19,22,667,470.832,1.468,0.6812,0.715,0.3266,175.8262,travel,sparse_topk,40,0.005774,0.057913,ministral8b::TR01::19
ministral8b,TR01,19,23,667,233.8316,1.2582,0.7948,0.8587,0.2786,206.9538,travel,sparse_topk,40,0.001927,0.015376,ministral8b::TR01::19
ministral8b,TR01,19,24,667,206.6941,1.3241,0.7552,0.785,0.2969,202.2237,travel,sparse_topk,40,0.003167,0.024071,ministral8b::TR01::19
ministral8b,TR01,19,25,667,68.45,1.0738,0.9313,0.981,0.0505,255.9883,travel,sparse_topk,40,0.00605,0.067137,ministral8b::TR01::19
ministral8b,TR01,19,26,667,165.8676,1.0765,0.9289,0.965,0.1238,205.7174,travel,sparse_topk,40,0.01782,0.262906,ministral8b::TR01::19
ministral8b,TR01,19,27,667,76.871,1.0496,0.9527,0.9831,0.0749,226.7539,travel,sparse_topk,40,0.017693,0.232255,ministral8b::TR01::19
ministral8b,TR01,19,28,667,22.6223,1.0457,0.9563,0.9973,0.0405,290.4924,travel,sparse_topk,40,0.006119,0.054186,ministral8b::TR01::19
ministral8b,TR01,19,29,667,17.5676,1.0441,0.9577,0.9978,0.0382,290.2208,travel,sparse_topk,40,0.005054,0.050311,ministral8b::TR01::19
ministral8b,TR01,19,30,667,38.6675,1.0564,0.9466,0.9938,0.0616,292.7742,travel,sparse_topk,40,0.002459,0.016489,ministral8b::TR01::19
ministral8b,TR01,19,31,667,35.1636,1.0514,0.9511,0.988,0.0794,279.9131,travel,sparse_topk,40,0.011395,0.11431,ministral8b::TR01::19
ministral8b,TR01,20,0,667,65.4746,1.1735,0.8522,0.9832,0.1053,267.3872,travel,sparse_topk,40,0.00179,0.010827,ministral8b::TR01::20
ministral8b,TR01,20,1,667,17.0034,1.1544,0.8662,0.9969,0.0479,286.5911,travel,sparse_topk,40,0.005745,0.05581,ministral8b::TR01::20
ministral8b,TR01,20,2,667,77.2385,1.2091,0.827,0.9794,0.1191,278.0505,travel,sparse_topk,40,0.001721,0.009164,ministral8b::TR01::20
ministral8b,TR01,20,3,667,56.8523,1.1796,0.8478,0.9802,0.0888,269.2856,travel,sparse_topk,40,0.006538,0.058164,ministral8b::TR01::20
ministral8b,TR01,20,4,667,23.2601,1.0567,0.9464,0.9826,0.0614,303.0286,travel,sparse_topk,40,0.001846,0.010745,ministral8b::TR01::20
ministral8b,TR01,20,5,667,269.2058,1.2737,0.7851,0.8095,0.2857,227.1739,travel,sparse_topk,40,0.002288,0.015182,ministral8b::TR01::20
ministral8b,TR01,20,6,667,37.7658,1.0564,0.9466,0.9708,0.0723,305.789,travel,sparse_topk,40,0.001459,0.004997,ministral8b::TR01::20
ministral8b,TR01,20,7,667,430.667,2.1817,0.4584,0.4953,0.377,123.8185,travel,sparse_topk,40,0.00924,0.115731,ministral8b::TR01::20
ministral8b,TR01,20,8,667,187.9795,1.1307,0.8844,0.9018,0.2187,195.4502,travel,sparse_topk,40,0.005764,0.069538,ministral8b::TR01::20
ministral8b,TR01,20,9,667,19.779,1.0401,0.9614,0.9899,0.051,309.8852,travel,sparse_topk,40,0.002267,0.016197,ministral8b::TR01::20
ministral8b,TR01,20,10,667,184.2045,1.0467,0.9554,0.9677,0.1203,226.117,travel,sparse_topk,40,0.012453,0.14986,ministral8b::TR01::20
ministral8b,TR01,20,11,667,4.21,1.0182,0.9821,0.9996,0.0188,321.0695,travel,sparse_topk,40,0.002581,0.01805,ministral8b::TR01::20
ministral8b,TR01,20,12,667,4.4931,1.0026,0.9974,0.9998,0.0213,303.4399,travel,lowrank,16,0.017777,0.047532,ministral8b::TR01::20
ministral8b,TR01,20,13,667,2.5742,1.0022,0.9978,0.9999,0.017,317.8607,travel,sparse_topk,40,0.004587,0.044437,ministral8b::TR01::20
ministral8b,TR01,20,14,667,85.4022,1.0313,0.9697,0.978,0.1345,272.0699,travel,sparse_topk,40,0.001604,0.009354,ministral8b::TR01::20
ministral8b,TR01,20,15,667,5.2583,1.0041,0.9959,0.9998,0.0254,303.9992,travel,sparse_topk,40,0.010329,0.105787,ministral8b::TR01::20
ministral8b,TR01,20,16,667,441.0301,1.3745,0.7276,0.7676,0.3434,213.6491,travel,sparse_topk,40,0.000993,0.000807,ministral8b::TR01::20
ministral8b,TR01,20,17,667,193.4752,1.1034,0.9063,0.9585,0.1173,225.5327,travel,sparse_topk,40,0.010652,0.122396,ministral8b::TR01::20
ministral8b,TR01,20,18,667,367.2385,1.3033,0.7673,0.8039,0.3274,222.8277,travel,sparse_topk,40,0.001105,0.00238,ministral8b::TR01::20
ministral8b,TR01,20,19,667,250.0867,1.2947,0.7723,0.819,0.3308,200.4208,travel,sparse_topk,40,0.001153,0.00537,ministral8b::TR01::20
ministral8b,TR01,20,20,667,127.6692,1.2732,0.7854,0.913,0.167,226.5582,travel,sparse_topk,40,0.001365,0.005689,ministral8b::TR01::20
ministral8b,TR01,20,21,667,151.1843,1.2229,0.8177,0.928,0.2057,231.4719,travel,sparse_topk,40,0.003325,0.021077,ministral8b::TR01::20
ministral8b,TR01,20,22,667,547.8608,2.1241,0.4708,0.5127,0.4253,146.1058,travel,sparse_topk,40,0.00559,0.053819,ministral8b::TR01::20
ministral8b,TR01,20,23,667,136.3316,1.2352,0.8096,0.9292,0.1853,240.7134,travel,sparse_topk,40,0.001922,0.010371,ministral8b::TR01::20
ministral8b,TR01,20,24,667,259.6219,1.1805,0.8471,0.8755,0.2542,189.4396,travel,sparse_topk,40,0.004176,0.040965,ministral8b::TR01::20
ministral8b,TR01,20,25,667,27.8064,1.0408,0.9608,0.9894,0.0528,300.9787,travel,sparse_topk,40,0.006287,0.06105,ministral8b::TR01::20
ministral8b,TR01,20,26,667,45.1963,1.0542,0.9486,0.9753,0.0724,289.3302,travel,sparse_topk,40,0.007542,0.072525,ministral8b::TR01::20
ministral8b,TR01,20,27,667,393.4973,1.46,0.6849,0.7271,0.2616,160.97,travel,sparse_topk,40,0.015662,0.205647,ministral8b::TR01::20
