model_tag,task_id,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist,domain,best_non_sparse_method,best_non_sparse_param,best_non_sparse_frob_rel,best_non_sparse_kl_mean,group_id
ministral8b,BZ05,12,16,312,48.4698,1.0576,0.9456,0.9777,0.1155,101.0085,business,lowrank,16,0.12659,0.343262,ministral8b::BZ05::12
ministral8b,BZ05,12,17,312,37.4327,1.0502,0.9522,0.9829,0.0832,118.9951,business,lowrank,16,0.117048,0.28242,ministral8b::BZ05::12
ministral8b,BZ05,12,18,312,37.7901,1.0657,0.9384,0.9769,0.1155,114.5779,business,lowrank,16,0.141062,0.305867,ministral8b::BZ05::12
ministral8b,BZ05,12,19,312,74.2061,1.1127,0.8987,0.9402,0.2022,99.6984,business,lowrank,16,0.234524,0.522495,ministral8b::BZ05::12
ministral8b,BZ05,12,20,312,35.5662,1.0496,0.9528,0.9825,0.1103,96.0594,business,lowrank,16,0.104295,0.199235,ministral8b::BZ05::12
ministral8b,BZ05,12,21,312,29.1932,1.0572,0.9459,0.986,0.0967,112.488,business,lowrank,16,0.092273,0.198268,ministral8b::BZ05::12
ministral8b,BZ05,12,22,312,232.9441,1.3612,0.7347,0.7732,0.2804,83.9443,business,lowrank,16,0.474458,1.053163,ministral8b::BZ05::12
ministral8b,BZ05,12,23,312,49.738,1.0832,0.9232,0.9665,0.1275,98.0402,business,lowrank,16,0.142484,0.333242,ministral8b::BZ05::12
ministral8b,BZ05,12,24,312,124.1818,2.9385,0.3403,0.5911,0.2144,76.5011,business,lowrank,16,0.521131,0.843894,ministral8b::BZ05::12
ministral8b,BZ05,12,25,312,106.4694,1.3863,0.7213,0.8367,0.2253,98.1799,business,lowrank,16,0.403419,0.765428,ministral8b::BZ05::12
ministral8b,BZ05,12,26,312,135.2568,3.6935,0.2707,0.4534,0.3038,56.977,business,lowrank,16,0.615954,0.874552,ministral8b::BZ05::12
ministral8b,BZ05,12,27,312,148.8617,1.2436,0.8041,0.863,0.2302,91.4742,business,lowrank,16,0.355727,0.766156,ministral8b::BZ05::12
ministral8b,BZ05,12,28,312,15.575,1.0227,0.9779,0.9958,0.0599,124.6536,business,lowrank,16,0.056055,0.179717,ministral8b::BZ05::12
ministral8b,BZ05,12,29,312,23.6304,1.0284,0.9724,0.9922,0.0719,132.748,business,lowrank,16,0.103158,0.23082,ministral8b::BZ05::12
ministral8b,BZ05,12,30,312,19.4698,1.0263,0.9744,0.9936,0.0626,127.1595,business,lowrank,16,0.06942,0.201616,ministral8b::BZ05::12
ministral8b,BZ05,12,31,312,30.5168,1.0319,0.9691,0.9853,0.0893,109.9773,business,lowrank,16,0.102984,0.280808,ministral8b::BZ05::12
ministral8b,BZ05,13,0,312,174.065,1.5592,0.6414,0.6986,0.3783,68.5403,business,lowrank,16,0.513673,1.022885,ministral8b::BZ05::13
ministral8b,BZ05,13,1,312,148.2127,1.5225,0.6568,0.726,0.3458,65.8647,business,lowrank,16,0.471971,0.889373,ministral8b::BZ05::13
ministral8b,BZ05,13,2,312,110.8041,1.2738,0.7851,0.8541,0.1795,96.2462,business,lowrank,16,0.34594,0.674959,ministral8b::BZ05::13
ministral8b,BZ05,13,3,312,128.92,1.4064,0.711,0.7812,0.2517,90.7295,business,lowrank,16,0.44945,0.849012,ministral8b::BZ05::13
ministral8b,BZ05,13,4,312,112.2275,1.2777,0.7827,0.869,0.2238,73.8833,business,lowrank,16,0.30321,0.598329,ministral8b::BZ05::13
ministral8b,BZ05,13,5,312,81.6756,1.2683,0.7885,0.8837,0.215,88.6682,business,lowrank,16,0.300918,0.602659,ministral8b::BZ05::13
ministral8b,BZ05,13,6,312,101.702,1.274,0.785,0.8696,0.2205,78.6197,business,lowrank,16,0.312439,0.623629,ministral8b::BZ05::13
ministral8b,BZ05,13,7,312,97.7795,1.2406,0.806,0.8854,0.1767,77.7938,business,lowrank,16,0.288672,0.544079,ministral8b::BZ05::13
ministral8b,BZ05,13,8,312,3.5213,1.0145,0.9858,0.9998,0.0337,145.5542,business,lowrank,16,0.017541,0.045763,ministral8b::BZ05::13
ministral8b,BZ05,13,9,312,3.2665,1.0107,0.9894,0.9999,0.0324,146.0456,business,lowrank,16,0.015409,0.04002,ministral8b::BZ05::13
ministral8b,BZ05,13,10,312,5.2536,1.0218,0.9787,0.9995,0.0341,135.173,business,lowrank,16,0.023044,0.059457,ministral8b::BZ05::13
ministral8b,BZ05,13,11,312,7.1184,1.0064,0.9936,0.9989,0.0449,140.7309,business,lowrank,16,0.034225,0.099911,ministral8b::BZ05::13
ministral8b,BZ05,13,12,312,69.8244,1.239,0.8071,0.9058,0.1103,81.015,business,lowrank,16,0.227629,0.402543,ministral8b::BZ05::13
ministral8b,BZ05,13,13,312,43.053,1.0862,0.9207,0.9744,0.0629,123.3412,business,lowrank,16,0.129607,0.328947,ministral8b::BZ05::13
ministral8b,BZ05,13,14,312,119.5611,2.036,0.4911,0.6847,0.1989,71.5299,business,lowrank,16,0.454225,0.748338,ministral8b::BZ05::13
ministral8b,BZ05,13,15,312,114.5428,1.6971,0.5893,0.7042,0.1915,68.7869,business,lowrank,16,0.434314,0.70087,ministral8b::BZ05::13
ministral8b,BZ05,13,16,312,19.4456,1.0246,0.976,0.9939,0.0531,132.9968,business,lowrank,16,0.072506,0.215552,ministral8b::BZ05::13
ministral8b,BZ05,13,17,312,86.5868,1.0939,0.9141,0.9468,0.1235,123.9088,business,lowrank,16,0.228095,0.548454,ministral8b::BZ05::13
ministral8b,BZ05,13,18,312,142.027,2.3749,0.4211,0.5106,0.4692,47.1002,business,monarch,2,0.536131,3.948484,ministral8b::BZ05::13
ministral8b,BZ05,13,19,312,209.1724,2.6872,0.3721,0.4247,0.5377,52.1546,business,monarch,2,0.523551,4.346588,ministral8b::BZ05::13
ministral8b,BZ05,13,20,312,46.8177,1.0951,0.9132,0.9605,0.0716,119.5828,business,lowrank,16,0.180319,0.396188,ministral8b::BZ05::13
ministral8b,BZ05,13,21,312,106.8279,1.3781,0.7256,0.7811,0.1154,96.1767,business,lowrank,16,0.45124,0.891103,ministral8b::BZ05::13
ministral8b,BZ05,13,22,312,78.4005,1.1031,0.9065,0.9451,0.1634,96.6231,business,lowrank,16,0.212592,0.459584,ministral8b::BZ05::13
ministral8b,BZ05,13,23,312,24.0166,1.0528,0.9499,0.9825,0.0292,139.6375,business,lowrank,16,0.110302,0.195484,ministral8b::BZ05::13
ministral8b,BZ05,13,24,312,74.8431,1.1643,0.8589,0.9326,0.1449,86.1132,business,lowrank,16,0.21276,0.4675,ministral8b::BZ05::13
ministral8b,BZ05,13,25,312,64.7382,1.1528,0.8675,0.9395,0.1319,94.0844,business,lowrank,16,0.211837,0.445665,ministral8b::BZ05::13
ministral8b,BZ05,13,26,312,65.4725,1.1182,0.8943,0.9492,0.134,93.4108,business,lowrank,16,0.187258,0.431446,ministral8b::BZ05::13
ministral8b,BZ05,13,27,312,67.0244,1.138,0.8788,0.9372,0.1228,97.889,business,lowrank,16,0.212557,0.485118,ministral8b::BZ05::13
ministral8b,BZ05,13,28,312,56.1395,1.1745,0.8514,0.9284,0.096,98.704,business,lowrank,16,0.207007,0.418936,ministral8b::BZ05::13
ministral8b,BZ05,13,29,312,25.7591,1.0404,0.9612,0.9919,0.0708,113.9219,business,lowrank,16,0.08617,0.228326,ministral8b::BZ05::13
ministral8b,BZ05,13,30,312,25.7699,1.0531,0.9496,0.9884,0.0512,123.2648,business,lowrank,16,0.085233,0.229401,ministral8b::BZ05::13
ministral8b,BZ05,13,31,312,39.2299,1.1001,0.909,0.9578,0.1,115.503,business,lowrank,16,0.1691,0.291252,ministral8b::BZ05::13
ministral8b,BZ05,14,0,312,77.9744,1.2264,0.8154,0.8717,0.264,92.8252,business,lowrank,16,0.341036,0.606927,ministral8b::BZ05::14
ministral8b,BZ05,14,1,312,74.0081,1.1429,0.875,0.9169,0.2601,107.1871,business,lowrank,16,0.298641,0.631525,ministral8b::BZ05::14
ministral8b,BZ05,14,2,312,74.6401,1.1845,0.8443,0.9044,0.2481,96.5211,business,lowrank,16,0.264726,0.552978,ministral8b::BZ05::14
ministral8b,BZ05,14,3,312,14.5829,1.0462,0.9559,0.9923,0.0552,139.5353,business,lowrank,16,0.071411,0.118144,ministral8b::BZ05::14
ministral8b,BZ05,14,4,312,84.503,1.1182,0.8943,0.9151,0.2459,85.3605,business,lowrank,16,0.253026,0.564652,ministral8b::BZ05::14
ministral8b,BZ05,14,5,312,150.2979,2.8498,0.3509,0.436,0.5493,48.5678,business,monarch,2,0.515273,4.049963,ministral8b::BZ05::14
ministral8b,BZ05,14,6,312,70.5098,1.8205,0.5493,0.777,0.1609,64.4128,business,lowrank,16,0.302623,0.430292,ministral8b::BZ05::14
ministral8b,BZ05,14,7,312,303.5059,19.7326,0.0507,0.071,0.7809,27.3611,business,monarch,2,0.207826,2.249604,ministral8b::BZ05::14
ministral8b,BZ05,14,8,312,136.3164,1.2392,0.8069,0.8582,0.3115,91.0671,business,lowrank,16,0.347664,0.790085,ministral8b::BZ05::14
ministral8b,BZ05,14,9,312,97.9002,1.2191,0.8203,0.8878,0.2455,94.0218,business,lowrank,16,0.317455,0.664935,ministral8b::BZ05::14
ministral8b,BZ05,14,10,312,161.4056,1.3129,0.7617,0.8153,0.3154,79.5595,business,lowrank,16,0.409951,0.899389,ministral8b::BZ05::14
ministral8b,BZ05,14,11,312,92.0875,1.2382,0.8076,0.8758,0.25,88.1674,business,lowrank,16,0.312494,0.619181,ministral8b::BZ05::14
ministral8b,BZ05,14,12,312,114.5203,1.7584,0.5687,0.6734,0.3119,62.0135,business,lowrank,16,0.479265,0.827832,ministral8b::BZ05::14
ministral8b,BZ05,14,13,312,152.2843,1.5222,0.6569,0.7226,0.3543,65.0171,business,lowrank,16,0.468629,0.88322,ministral8b::BZ05::14
ministral8b,BZ05,14,14,312,144.0388,1.7012,0.5878,0.6675,0.3852,62.9245,business,lowrank,16,0.52154,0.990758,ministral8b::BZ05::14
ministral8b,BZ05,14,15,312,111.2274,1.4465,0.6913,0.7643,0.2809,62.5514,business,lowrank,16,0.413562,0.715709,ministral8b::BZ05::14
ministral8b,BZ05,14,16,312,41.2874,1.0551,0.9477,0.9829,0.1268,111.1416,business,lowrank,16,0.130713,0.339319,ministral8b::BZ05::14
ministral8b,BZ05,14,17,312,34.8527,1.061,0.9425,0.983,0.0948,111.9868,business,lowrank,16,0.110191,0.278773,ministral8b::BZ05::14
ministral8b,BZ05,14,18,312,58.9706,1.0989,0.91,0.9546,0.1619,99.693,business,lowrank,16,0.197377,0.43335,ministral8b::BZ05::14
ministral8b,BZ05,14,19,312,40.9143,1.0637,0.9401,0.9795,0.1102,103.8093,business,lowrank,16,0.125038,0.336771,ministral8b::BZ05::14
ministral8b,BZ05,14,20,312,70.0273,1.1536,0.8668,0.944,0.1041,112.1913,business,lowrank,16,0.197377,0.455298,ministral8b::BZ05::14
ministral8b,BZ05,14,21,312,83.493,1.3715,0.7291,0.8695,0.1384,78.5905,business,lowrank,16,0.287777,0.577776,ministral8b::BZ05::14
ministral8b,BZ05,14,22,312,163.4096,1.75,0.5714,0.6916,0.2478,72.3687,business,lowrank,16,0.476859,0.77461,ministral8b::BZ05::14
ministral8b,BZ05,14,23,312,40.7973,1.0891,0.9182,0.9748,0.068,110.3441,business,lowrank,16,0.125326,0.328176,ministral8b::BZ05::14
ministral8b,BZ05,14,24,312,73.5168,1.1861,0.8431,0.9147,0.1604,96.7891,business,lowrank,16,0.267854,0.465103,ministral8b::BZ05::14
ministral8b,BZ05,14,25,312,48.3014,1.0785,0.9273,0.9724,0.1327,114.094,business,lowrank,16,0.152627,0.370016,ministral8b::BZ05::14
ministral8b,BZ05,14,26,312,64.5702,1.3311,0.7513,0.8317,0.1989,89.1468,business,lowrank,16,0.379106,0.582997,ministral8b::BZ05::14
ministral8b,BZ05,14,27,312,63.129,1.1236,0.89,0.9514,0.111,117.0223,business,lowrank,16,0.21379,0.440391,ministral8b::BZ05::14
ministral8b,BZ05,14,28,312,37.7287,1.0767,0.9287,0.9727,0.0991,106.9525,business,lowrank,16,0.124981,0.295688,ministral8b::BZ05::14
ministral8b,BZ05,14,29,312,50.8326,1.1275,0.8869,0.9622,0.1099,98.7798,business,lowrank,16,0.156995,0.384969,ministral8b::BZ05::14
ministral8b,BZ05,14,30,312,85.3711,1.1943,0.8373,0.9285,0.1703,99.3565,business,lowrank,16,0.24188,0.549191,ministral8b::BZ05::14
ministral8b,BZ05,14,31,312,49.7994,1.0885,0.9187,0.9756,0.0881,112.3679,business,lowrank,16,0.134352,0.364084,ministral8b::BZ05::14
ministral8b,BZ05,15,0,312,87.4892,1.3946,0.717,0.8147,0.297,85.8861,business,lowrank,16,0.398654,0.660642,ministral8b::BZ05::15
ministral8b,BZ05,15,1,312,31.052,1.1358,0.8804,0.9729,0.1014,115.9883,business,lowrank,16,0.114753,0.224197,ministral8b::BZ05::15
ministral8b,BZ05,15,2,312,59.9436,1.1932,0.8381,0.9392,0.2015,112.5496,business,lowrank,16,0.267309,0.542529,ministral8b::BZ05::15
ministral8b,BZ05,15,3,312,23.9818,1.0511,0.9514,0.9907,0.0699,104.5502,business,lowrank,16,0.075682,0.159182,ministral8b::BZ05::15
ministral8b,BZ05,15,4,312,93.4818,1.3455,0.7432,0.8592,0.1612,88.2218,business,lowrank,16,0.314212,0.607587,ministral8b::BZ05::15
ministral8b,BZ05,15,5,312,213.1221,2.072,0.4826,0.5683,0.3272,64.0928,business,monarch,2,0.60599,5.57036,ministral8b::BZ05::15
ministral8b,BZ05,15,6,312,76.7317,1.2514,0.7991,0.8977,0.1655,87.8323,business,lowrank,16,0.242166,0.4763,ministral8b::BZ05::15
ministral8b,BZ05,15,7,312,88.4315,1.299,0.7698,0.8526,0.2025,86.1893,business,lowrank,16,0.321116,0.592681,ministral8b::BZ05::15
ministral8b,BZ05,15,8,312,115.3544,1.9498,0.5129,0.7113,0.2576,78.7462,business,lowrank,16,0.444226,0.725442,ministral8b::BZ05::15
ministral8b,BZ05,15,9,312,83.9917,1.21,0.8264,0.9199,0.1603,92.7903,business,lowrank,16,0.236568,0.52448,ministral8b::BZ05::15
ministral8b,BZ05,15,10,312,260.9663,3.0206,0.3311,0.3963,0.4013,57.9358,business,monarch,2,0.565364,4.840169,ministral8b::BZ05::15
ministral8b,BZ05,15,11,312,114.6463,1.7953,0.557,0.6951,0.2764,67.0986,business,lowrank,16,0.44931,0.72688,ministral8b::BZ05::15
ministral8b,BZ05,15,12,312,296.0962,7.9275,0.1261,0.1532,0.6342,38.0488,business,monarch,2,0.313546,2.999304,ministral8b::BZ05::15
ministral8b,BZ05,15,13,312,118.735,1.2975,0.7707,0.8193,0.3548,73.5052,business,lowrank,16,0.40696,0.748601,ministral8b::BZ05::15
ministral8b,BZ05,15,14,312,106.4263,1.1898,0.8405,0.8885,0.2714,78.3854,business,lowrank,16,0.297344,0.684452,ministral8b::BZ05::15
ministral8b,BZ05,15,15,312,95.4079,1.1551,0.8657,0.9088,0.1962,79.1446,business,lowrank,16,0.2462,0.500629,ministral8b::BZ05::15
ministral8b,BZ05,15,16,312,104.7759,1.1815,0.8464,0.8913,0.2477,77.1399,business,lowrank,16,0.288906,0.521341,ministral8b::BZ05::15
ministral8b,BZ05,15,17,312,69.847,1.2247,0.8166,0.9094,0.1648,84.6631,business,lowrank,16,0.244281,0.443582,ministral8b::BZ05::15
ministral8b,BZ05,15,18,312,59.3808,1.1576,0.8638,0.9601,0.1221,95.5002,business,lowrank,16,0.165304,0.413586,ministral8b::BZ05::15
ministral8b,BZ05,15,19,312,130.6874,1.4105,0.709,0.799,0.2229,83.8537,business,lowrank,16,0.38997,0.744495,ministral8b::BZ05::15
ministral8b,BZ05,15,20,312,134.0985,1.7081,0.5855,0.699,0.3066,69.8461,business,lowrank,16,0.489292,0.814332,ministral8b::BZ05::15
ministral8b,BZ05,15,21,312,75.1765,1.2952,0.7721,0.9222,0.1327,93.5422,business,lowrank,16,0.231066,0.519326,ministral8b::BZ05::15
ministral8b,BZ05,15,22,312,111.6529,1.3332,0.7501,0.8427,0.2126,78.3214,business,lowrank,16,0.327078,0.557646,ministral8b::BZ05::15
ministral8b,BZ05,15,23,312,83.9314,1.4712,0.6797,0.823,0.1377,84.5083,business,lowrank,16,0.309807,0.514159,ministral8b::BZ05::15
ministral8b,BZ05,15,24,312,115.8336,2.3353,0.4282,0.5663,0.3943,56.5126,business,monarch,2,0.563007,4.805336,ministral8b::BZ05::15
ministral8b,BZ05,15,25,312,208.695,7.2013,0.1389,0.1966,0.7446,37.1613,business,monarch,2,0.359714,3.153728,ministral8b::BZ05::15
ministral8b,BZ05,15,26,312,221.2437,2.7045,0.3698,0.4737,0.4865,52.072,business,monarch,2,0.536638,4.338185,ministral8b::BZ05::15
ministral8b,BZ05,15,27,312,99.0008,2.1778,0.4592,0.6055,0.3608,57.8512,business,lowrank,16,0.501984,0.794126,ministral8b::BZ05::15
ministral8b,BZ05,15,28,312,30.3851,1.0797,0.9262,0.9863,0.0988,118.5264,business,lowrank,16,0.10019,0.244848,ministral8b::BZ05::15
ministral8b,BZ05,15,29,312,38.6796,1.0902,0.9173,0.9863,0.1074,116.5323,business,lowrank,16,0.117001,0.316597,ministral8b::BZ05::15
ministral8b,BZ05,15,30,312,58.3631,1.1384,0.8785,0.953,0.1517,101.1191,business,lowrank,16,0.179869,0.414404,ministral8b::BZ05::15
ministral8b,BZ05,15,31,312,26.4331,1.0786,0.9271,0.9908,0.0865,119.8382,business,lowrank,16,0.087039,0.234474,ministral8b::BZ05::15
ministral8b,BZ05,16,0,312,295.9463,8.5005,0.1176,0.1473,0.6551,39.7969,business,monarch,2,0.324488,3.155464,ministral8b::BZ05::16
ministral8b,BZ05,16,1,312,139.8114,1.8733,0.5338,0.6894,0.3885,60.6506,business,lowrank,16,0.498657,0.868485,ministral8b::BZ05::16
ministral8b,BZ05,16,2,312,50.0047,1.2332,0.8109,0.9615,0.1356,109.6017,business,lowrank,16,0.174896,0.391843,ministral8b::BZ05::16
ministral8b,BZ05,16,3,312,111.8205,2.8928,0.3457,0.5458,0.293,55.9446,business,lowrank,16,0.520016,0.751685,ministral8b::BZ05::16
ministral8b,BZ05,16,4,312,43.1933,1.1685,0.8558,0.9799,0.1054,120.688,business,lowrank,16,0.144906,0.327997,ministral8b::BZ05::16
ministral8b,BZ05,16,5,312,53.5543,1.1962,0.836,0.962,0.1502,110.7693,business,lowrank,16,0.191709,0.376962,ministral8b::BZ05::16
ministral8b,BZ05,16,6,312,67.6413,1.1869,0.8425,0.9435,0.1576,103.974,business,lowrank,16,0.210973,0.427681,ministral8b::BZ05::16
ministral8b,BZ05,16,7,312,65.4588,1.2829,0.7795,0.943,0.1463,103.0868,business,lowrank,16,0.199662,0.44655,ministral8b::BZ05::16
ministral8b,BZ05,16,8,312,135.2605,1.5023,0.6656,0.7616,0.3755,67.6519,business,lowrank,16,0.449156,0.814326,ministral8b::BZ05::16
ministral8b,BZ05,16,9,312,115.1416,1.3215,0.7567,0.8375,0.3383,78.522,business,lowrank,16,0.372582,0.736559,ministral8b::BZ05::16
ministral8b,BZ05,16,10,312,105.0735,1.2846,0.7785,0.885,0.2624,77.2895,business,lowrank,16,0.303967,0.636427,ministral8b::BZ05::16
ministral8b,BZ05,16,11,312,279.6606,3.3626,0.2974,0.3554,0.5023,53.7385,business,monarch,2,0.504968,4.450524,ministral8b::BZ05::16
ministral8b,BZ05,16,12,312,8.3883,1.0477,0.9545,0.9981,0.0415,137.7994,business,lowrank,16,0.036936,0.104059,ministral8b::BZ05::16
ministral8b,BZ05,16,13,312,130.5244,1.1962,0.836,0.8826,0.2725,87.2055,business,lowrank,16,0.318875,0.660914,ministral8b::BZ05::16
ministral8b,BZ05,16,14,312,99.054,1.2184,0.8208,0.872,0.283,85.2779,business,lowrank,16,0.325566,0.669226,ministral8b::BZ05::16
ministral8b,BZ05,16,15,312,145.0761,1.3141,0.7609,0.8094,0.3129,75.832,business,lowrank,16,0.402552,0.796162,ministral8b::BZ05::16
ministral8b,BZ05,16,16,312,56.3847,1.0886,0.9186,0.9529,0.0918,121.615,business,lowrank,16,0.189449,0.395799,ministral8b::BZ05::16
ministral8b,BZ05,16,17,312,42.3434,1.1113,0.8998,0.9735,0.0771,128.9753,business,lowrank,16,0.140999,0.304,ministral8b::BZ05::16
ministral8b,BZ05,16,18,312,87.8792,1.3742,0.7277,0.8258,0.271,93.0639,business,lowrank,16,0.303749,0.637523,ministral8b::BZ05::16
ministral8b,BZ05,16,19,312,174.301,1.5417,0.6486,0.6998,0.3058,98.8493,business,lowrank,16,0.545953,1.38148,ministral8b::BZ05::16
ministral8b,BZ05,16,20,312,27.4552,1.0555,0.9474,0.985,0.0779,114.8203,business,lowrank,16,0.089307,0.223738,ministral8b::BZ05::16
ministral8b,BZ05,16,21,312,24.317,1.0434,0.9584,0.9929,0.0882,118.1718,business,lowrank,16,0.079433,0.224292,ministral8b::BZ05::16
ministral8b,BZ05,16,22,312,64.0852,1.1074,0.903,0.9554,0.148,103.4233,business,lowrank,16,0.176743,0.423562,ministral8b::BZ05::16
ministral8b,BZ05,16,23,312,62.862,1.1209,0.8921,0.9396,0.1444,101.2754,business,lowrank,16,0.213228,0.381565,ministral8b::BZ05::16
ministral8b,BZ05,16,24,312,61.169,1.078,0.9277,0.965,0.1514,100.6622,business,lowrank,16,0.16806,0.417145,ministral8b::BZ05::16
ministral8b,BZ05,16,25,312,23.137,1.0298,0.971,0.993,0.0622,121.6601,business,lowrank,16,0.075111,0.208148,ministral8b::BZ05::16
ministral8b,BZ05,16,26,312,167.2527,3.7914,0.2638,0.3443,0.5956,39.9006,business,monarch,2,0.414535,3.090757,ministral8b::BZ05::16
ministral8b,BZ05,16,27,312,134.4755,1.4114,0.7085,0.7633,0.3822,67.6895,business,lowrank,16,0.447488,0.803615,ministral8b::BZ05::16
ministral8b,BZ05,16,28,312,23.5347,1.0441,0.9578,0.9905,0.0758,124.7579,business,lowrank,16,0.086467,0.232678,ministral8b::BZ05::16
ministral8b,BZ05,16,29,312,22.7075,1.0508,0.9517,0.99,0.0775,130.7745,business,lowrank,16,0.091758,0.206337,ministral8b::BZ05::16
ministral8b,BZ05,16,30,312,28.4446,1.0797,0.9262,0.9873,0.0867,128.0395,business,lowrank,16,0.116173,0.264672,ministral8b::BZ05::16
ministral8b,BZ05,16,31,312,52.0245,1.0777,0.9279,0.9722,0.134,112.361,business,lowrank,16,0.15554,0.387871,ministral8b::BZ05::16
ministral8b,BZ05,17,0,312,11.025,1.0573,0.9458,0.9958,0.0471,130.8422,business,lowrank,16,0.046829,0.108153,ministral8b::BZ05::17
ministral8b,BZ05,17,1,312,9.091,1.0451,0.9568,0.9978,0.0446,131.6384,business,lowrank,16,0.042013,0.096371,ministral8b::BZ05::17
ministral8b,BZ05,17,2,312,21.4554,1.0633,0.9405,0.9891,0.0532,130.9078,business,lowrank,16,0.088804,0.182616,ministral8b::BZ05::17
ministral8b,BZ05,17,3,312,4.4641,1.0441,0.9577,0.9996,0.0398,133.9122,business,lowrank,16,0.016776,0.034247,ministral8b::BZ05::17
ministral8b,BZ05,17,4,312,97.1292,1.4919,0.6703,0.8296,0.199,94.4943,business,lowrank,16,0.364732,0.635228,ministral8b::BZ05::17
ministral8b,BZ05,17,5,312,73.1769,1.2443,0.8037,0.9131,0.1471,98.6972,business,lowrank,16,0.224236,0.463313,ministral8b::BZ05::17
ministral8b,BZ05,17,6,312,110.7281,1.243,0.8045,0.8954,0.1935,88.8562,business,lowrank,16,0.290741,0.601811,ministral8b::BZ05::17
ministral8b,BZ05,17,7,312,87.9229,1.2285,0.814,0.8987,0.1984,99.5413,business,lowrank,16,0.286264,0.556866,ministral8b::BZ05::17
ministral8b,BZ05,17,8,312,13.1245,1.0427,0.959,0.9962,0.0468,127.8828,business,lowrank,16,0.049665,0.148286,ministral8b::BZ05::17
ministral8b,BZ05,17,9,312,11.237,1.038,0.9634,0.9969,0.0442,139.9743,business,lowrank,16,0.048602,0.12061,ministral8b::BZ05::17
ministral8b,BZ05,17,10,312,11.9082,1.0301,0.9708,0.9969,0.045,136.3291,business,lowrank,16,0.05198,0.143047,ministral8b::BZ05::17
ministral8b,BZ05,17,11,312,20.8575,1.0702,0.9344,0.9857,0.06,131.5363,business,lowrank,16,0.098266,0.185328,ministral8b::BZ05::17
ministral8b,BZ05,17,12,312,72.2098,1.1889,0.8411,0.9099,0.1532,100.4691,business,lowrank,16,0.254618,0.45971,ministral8b::BZ05::17
ministral8b,BZ05,17,13,312,36.0349,1.0953,0.913,0.9732,0.1125,125.1123,business,lowrank,16,0.134009,0.298993,ministral8b::BZ05::17
ministral8b,BZ05,17,14,312,63.124,1.0971,0.9115,0.9626,0.134,104.9817,business,lowrank,16,0.164653,0.432181,ministral8b::BZ05::17
ministral8b,BZ05,17,15,312,25.2045,1.0827,0.9236,0.9919,0.0768,122.9468,business,lowrank,16,0.08217,0.231408,ministral8b::BZ05::17
ministral8b,BZ05,17,16,312,30.8712,1.0228,0.9777,0.9915,0.1084,134.2815,business,lowrank,16,0.093874,0.275441,ministral8b::BZ05::17
ministral8b,BZ05,17,17,312,3.0585,1.0216,0.9789,0.9999,0.0295,145.3064,business,lowrank,16,0.013589,0.033771,ministral8b::BZ05::17
ministral8b,BZ05,17,18,312,77.6155,1.114,0.8977,0.9326,0.2417,91.8048,business,lowrank,16,0.235954,0.561019,ministral8b::BZ05::17
ministral8b,BZ05,17,19,312,9.5356,1.0308,0.9701,0.9973,0.0535,140.9056,business,lowrank,16,0.042303,0.098268,ministral8b::BZ05::17
ministral8b,BZ05,17,20,312,87.0435,1.7368,0.5758,0.7755,0.1632,74.7503,business,lowrank,16,0.312735,0.39529,ministral8b::BZ05::17
ministral8b,BZ05,17,21,312,48.9088,1.1547,0.866,0.9574,0.1269,108.9177,business,lowrank,16,0.159323,0.323534,ministral8b::BZ05::17
ministral8b,BZ05,17,22,312,305.7375,35.855,0.0279,0.0466,0.8097,21.4153,business,monarch,2,0.151419,1.703964,ministral8b::BZ05::17
ministral8b,BZ05,17,23,312,96.3915,1.4419,0.6935,0.8394,0.1788,84.0499,business,lowrank,16,0.30419,0.580739,ministral8b::BZ05::17
ministral8b,BZ05,17,24,312,55.3031,1.1272,0.8871,0.9554,0.1234,103.694,business,lowrank,16,0.162495,0.383332,ministral8b::BZ05::17
ministral8b,BZ05,17,25,312,54.108,1.1442,0.874,0.9617,0.1273,107.1305,business,lowrank,16,0.172518,0.406645,ministral8b::BZ05::17
ministral8b,BZ05,17,26,312,52.4642,1.2225,0.818,0.9487,0.1108,109.0055,business,lowrank,16,0.181939,0.408791,ministral8b::BZ05::17
ministral8b,BZ05,17,27,312,40.9385,1.0846,0.922,0.9675,0.1247,113.7974,business,lowrank,16,0.142151,0.310353,ministral8b::BZ05::17
ministral8b,BZ05,17,28,312,21.3421,1.0799,0.926,0.9913,0.0575,131.7869,business,lowrank,16,0.080616,0.214625,ministral8b::BZ05::17
ministral8b,BZ05,17,29,312,29.4706,1.0549,0.948,0.9843,0.0838,127.6449,business,lowrank,16,0.11128,0.25244,ministral8b::BZ05::17
ministral8b,BZ05,17,30,312,14.7166,1.0343,0.9668,0.9957,0.0505,135.1308,business,lowrank,16,0.06353,0.175757,ministral8b::BZ05::17
ministral8b,BZ05,17,31,312,53.5688,1.1511,0.8687,0.9564,0.1037,109.7027,business,lowrank,16,0.179359,0.392534,ministral8b::BZ05::17
ministral8b,BZ05,18,0,312,239.5932,2.1919,0.4562,0.5124,0.4266,69.7624,business,monarch,2,0.634833,5.732724,ministral8b::BZ05::18
