model_tag,task_id,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist,domain,best_non_sparse_method,best_non_sparse_param,best_non_sparse_frob_rel,best_non_sparse_kl_mean,group_id
ministral8b,TR05,8,4,711,235.3867,1.413,0.7077,0.7487,0.1987,167.9179,travel,lowrank,16,0.508662,1.097933,ministral8b::TR05::8
ministral8b,TR05,8,5,711,110.0086,1.1269,0.8874,0.9418,0.0621,205.3196,travel,lowrank,16,0.236183,0.574186,ministral8b::TR05::8
ministral8b,TR05,8,6,711,141.0907,1.2654,0.7903,0.8667,0.1404,212.0504,travel,lowrank,16,0.387313,0.806375,ministral8b::TR05::8
ministral8b,TR05,8,7,711,175.1526,1.2051,0.8298,0.8931,0.077,206.2732,travel,lowrank,16,0.343068,0.717055,ministral8b::TR05::8
ministral8b,TR05,8,8,711,162.4176,1.1729,0.8526,0.8935,0.1725,179.318,travel,lowrank,16,0.314019,0.777938,ministral8b::TR05::8
ministral8b,TR05,8,9,711,319.4108,1.2262,0.8155,0.8387,0.2301,153.6132,travel,lowrank,16,0.393976,0.906923,ministral8b::TR05::8
ministral8b,TR05,8,10,711,216.681,1.3775,0.726,0.7984,0.2076,159.1653,travel,lowrank,16,0.414922,0.862025,ministral8b::TR05::8
ministral8b,TR05,8,11,711,169.0392,1.1881,0.8417,0.8912,0.1713,179.1562,travel,lowrank,16,0.32764,0.785155,ministral8b::TR05::8
ministral8b,TR05,8,12,711,151.948,1.0639,0.9399,0.9516,0.1724,227.7742,travel,lowrank,16,0.248693,0.733931,ministral8b::TR05::8
ministral8b,TR05,8,13,711,170.1979,1.1238,0.8898,0.9094,0.2188,216.6752,travel,lowrank,16,0.302645,0.926817,ministral8b::TR05::8
ministral8b,TR05,8,14,711,173.9792,1.0569,0.9462,0.9556,0.1904,235.6315,travel,lowrank,16,0.223825,0.754915,ministral8b::TR05::8
ministral8b,TR05,8,15,711,66.7502,1.0269,0.9738,0.9825,0.0801,244.1194,travel,lowrank,16,0.14693,0.402991,ministral8b::TR05::8
ministral8b,TR05,8,16,711,254.2077,1.6008,0.6247,0.7453,0.2404,225.7165,travel,lowrank,16,0.56281,1.362845,ministral8b::TR05::8
ministral8b,TR05,8,17,711,93.7559,1.3046,0.7665,0.9417,0.0498,298.6803,travel,lowrank,16,0.234844,0.507844,ministral8b::TR05::8
ministral8b,TR05,8,18,711,245.3064,1.2946,0.7724,0.8568,0.2393,207.9141,travel,lowrank,16,0.386761,0.985376,ministral8b::TR05::8
ministral8b,TR05,8,19,711,289.0,1.2873,0.7768,0.9079,0.1595,206.3477,travel,lowrank,16,0.316106,0.785633,ministral8b::TR05::8
ministral8b,TR05,8,20,711,134.042,1.1059,0.9043,0.9671,0.1346,265.4134,travel,lowrank,16,0.189209,0.498454,ministral8b::TR05::8
ministral8b,TR05,8,21,711,79.3988,1.111,0.9001,0.9652,0.0614,199.6859,travel,lowrank,16,0.159984,0.324575,ministral8b::TR05::8
ministral8b,TR05,8,22,711,85.9136,1.0995,0.9095,0.974,0.0841,207.1857,travel,lowrank,16,0.157747,0.423002,ministral8b::TR05::8
ministral8b,TR05,8,23,711,84.0473,1.1206,0.8924,0.9706,0.0998,231.4909,travel,lowrank,16,0.156244,0.432812,ministral8b::TR05::8
ministral8b,TR05,8,24,711,459.7948,1.1249,0.8889,0.9092,0.2133,236.085,travel,lowrank,16,0.31197,0.931037,ministral8b::TR05::8
ministral8b,TR05,8,25,711,6.7379,1.0104,0.9897,0.9994,0.0256,303.2921,travel,lowrank,16,0.023081,0.052676,ministral8b::TR05::8
ministral8b,TR05,8,26,711,63.3382,1.1079,0.9026,0.9906,0.0929,283.4799,travel,lowrank,16,0.09701,0.29823,ministral8b::TR05::8
ministral8b,TR05,8,27,711,5.5986,1.0302,0.9707,0.9998,0.0197,316.3122,travel,lowrank,16,0.020542,0.063484,ministral8b::TR05::8
ministral8b,TR05,8,28,711,340.9343,3.0233,0.3308,0.3771,0.5237,102.2179,travel,monarch,2,0.470515,3.584534,ministral8b::TR05::8
ministral8b,TR05,8,29,711,658.3932,4.474,0.2235,0.2373,0.5931,127.2664,travel,monarch,2,0.47883,4.375268,ministral8b::TR05::8
ministral8b,TR05,8,30,711,384.9801,1.5934,0.6276,0.6617,0.3508,150.4723,travel,lowrank,16,0.588664,1.562043,ministral8b::TR05::8
ministral8b,TR05,8,31,711,192.4509,2.2995,0.4349,0.5759,0.1958,98.6836,travel,lowrank,16,0.549883,0.904193,ministral8b::TR05::8
ministral8b,TR05,9,0,711,109.0624,1.2328,0.8112,0.9657,0.0894,197.1146,travel,lowrank,16,0.166396,0.42248,ministral8b::TR05::9
ministral8b,TR05,9,1,711,150.3128,1.2113,0.8255,0.9473,0.167,236.7404,travel,lowrank,16,0.247565,0.667957,ministral8b::TR05::9
ministral8b,TR05,9,2,711,136.5539,1.1527,0.8676,0.9632,0.1349,244.502,travel,lowrank,16,0.202299,0.517293,ministral8b::TR05::9
ministral8b,TR05,9,3,711,455.2452,1.3703,0.7298,0.8169,0.2945,189.9615,travel,lowrank,16,0.440474,1.198107,ministral8b::TR05::9
ministral8b,TR05,9,4,711,130.2028,1.1732,0.8524,0.9227,0.1081,175.566,travel,lowrank,16,0.270177,0.59657,ministral8b::TR05::9
ministral8b,TR05,9,5,711,200.6393,1.5146,0.6602,0.749,0.1068,155.939,travel,lowrank,16,0.459512,0.839477,ministral8b::TR05::9
ministral8b,TR05,9,6,711,258.5093,1.412,0.7082,0.7986,0.1578,153.4845,travel,lowrank,16,0.43626,0.917289,ministral8b::TR05::9
ministral8b,TR05,9,7,711,209.597,1.5689,0.6374,0.7388,0.187,159.5879,travel,lowrank,16,0.501228,1.010187,ministral8b::TR05::9
ministral8b,TR05,9,8,711,121.1066,1.334,0.7496,0.8758,0.062,175.6649,travel,lowrank,16,0.270623,0.50495,ministral8b::TR05::9
ministral8b,TR05,9,9,711,209.675,1.2799,0.7813,0.8427,0.2453,171.6724,travel,lowrank,16,0.3954,0.948463,ministral8b::TR05::9
ministral8b,TR05,9,10,711,151.7789,1.3572,0.7368,0.8482,0.1443,167.9198,travel,lowrank,16,0.326251,0.615709,ministral8b::TR05::9
ministral8b,TR05,9,11,711,424.351,1.436,0.6964,0.7811,0.2105,137.9616,travel,lowrank,16,0.448379,0.923754,ministral8b::TR05::9
ministral8b,TR05,9,12,711,85.9994,1.2185,0.8207,0.9611,0.0739,217.0433,travel,lowrank,16,0.160981,0.356954,ministral8b::TR05::9
ministral8b,TR05,9,13,711,540.0248,1.5803,0.6328,0.6901,0.3156,173.0485,travel,lowrank,16,0.561076,1.33222,ministral8b::TR05::9
ministral8b,TR05,9,14,711,83.0731,1.3057,0.7659,0.94,0.0794,223.7495,travel,lowrank,16,0.192297,0.434584,ministral8b::TR05::9
ministral8b,TR05,9,15,711,91.4999,1.1163,0.8958,0.9766,0.1089,259.8842,travel,lowrank,16,0.151492,0.432041,ministral8b::TR05::9
ministral8b,TR05,9,16,711,280.9443,2.0886,0.4788,0.5166,0.4426,140.1904,travel,monarch,2,0.587937,5.02843,ministral8b::TR05::9
ministral8b,TR05,9,17,711,445.3272,2.5175,0.3972,0.4236,0.5463,120.3791,travel,monarch,2,0.555206,4.328811,ministral8b::TR05::9
ministral8b,TR05,9,18,711,467.8667,1.8291,0.5467,0.5626,0.5199,163.6982,travel,monarch,2,0.656354,5.932934,ministral8b::TR05::9
ministral8b,TR05,9,19,711,308.7567,1.3049,0.7664,0.788,0.3548,184.6683,travel,lowrank,16,0.477961,1.508412,ministral8b::TR05::9
ministral8b,TR05,9,20,711,112.0155,1.1148,0.897,0.9444,0.1089,212.8738,travel,lowrank,16,0.219225,0.555035,ministral8b::TR05::9
ministral8b,TR05,9,21,711,109.1432,1.1557,0.8653,0.9531,0.0871,194.7944,travel,lowrank,16,0.204055,0.518093,ministral8b::TR05::9
ministral8b,TR05,9,22,711,122.1306,1.2286,0.8139,0.9243,0.1078,211.232,travel,lowrank,16,0.269201,0.585442,ministral8b::TR05::9
ministral8b,TR05,9,23,711,203.8354,1.4626,0.6837,0.7903,0.1787,155.887,travel,lowrank,16,0.42974,0.783959,ministral8b::TR05::9
ministral8b,TR05,9,24,711,203.4361,1.4601,0.6849,0.7821,0.0605,202.8285,travel,lowrank,16,0.462923,0.875799,ministral8b::TR05::9
ministral8b,TR05,9,25,711,200.1131,1.3361,0.7485,0.8392,0.0929,184.8061,travel,lowrank,16,0.395543,0.843558,ministral8b::TR05::9
ministral8b,TR05,9,26,711,102.024,1.1234,0.8902,0.9574,0.048,300.2762,travel,lowrank,16,0.214435,0.45017,ministral8b::TR05::9
ministral8b,TR05,9,27,711,50.0057,1.1063,0.9039,0.9824,0.0265,251.5731,travel,lowrank,16,0.126551,0.317822,ministral8b::TR05::9
ministral8b,TR05,9,28,711,119.0215,1.1297,0.8852,0.9525,0.1232,202.0891,travel,lowrank,16,0.20111,0.509809,ministral8b::TR05::9
ministral8b,TR05,9,29,711,88.5271,1.0882,0.919,0.9648,0.102,230.2244,travel,lowrank,16,0.183386,0.456159,ministral8b::TR05::9
ministral8b,TR05,9,30,711,99.6707,1.0958,0.9126,0.9629,0.0945,202.5034,travel,lowrank,16,0.19168,0.507316,ministral8b::TR05::9
ministral8b,TR05,9,31,711,145.1361,1.1568,0.8645,0.9207,0.1437,187.062,travel,lowrank,16,0.266753,0.636803,ministral8b::TR05::9
ministral8b,TR05,10,0,711,194.8091,1.1206,0.8924,0.9137,0.1715,160.347,travel,lowrank,16,0.283653,0.679307,ministral8b::TR05::10
ministral8b,TR05,10,1,711,99.6618,1.0425,0.9593,0.9736,0.0629,214.088,travel,lowrank,16,0.163746,0.457817,ministral8b::TR05::10
ministral8b,TR05,10,2,711,78.2363,1.037,0.9643,0.9781,0.06,196.312,travel,lowrank,16,0.153354,0.431,ministral8b::TR05::10
ministral8b,TR05,10,3,711,510.3175,2.2791,0.4388,0.465,0.4293,125.4416,travel,monarch,2,0.587734,4.703605,ministral8b::TR05::10
ministral8b,TR05,10,4,711,43.4924,1.016,0.9842,0.99,0.0464,267.9729,travel,lowrank,16,0.108616,0.31471,ministral8b::TR05::10
ministral8b,TR05,10,5,711,203.2899,1.3119,0.7622,0.7986,0.2034,155.132,travel,lowrank,16,0.428894,0.878772,ministral8b::TR05::10
ministral8b,TR05,10,6,711,98.3926,1.0563,0.9467,0.9588,0.0618,255.963,travel,lowrank,16,0.191309,0.533409,ministral8b::TR05::10
ministral8b,TR05,10,7,711,64.3835,1.024,0.9766,0.9841,0.0746,242.5966,travel,lowrank,16,0.130335,0.403659,ministral8b::TR05::10
ministral8b,TR05,10,8,711,251.6081,1.8351,0.5449,0.6804,0.1468,160.3454,travel,lowrank,16,0.54828,1.000298,ministral8b::TR05::10
ministral8b,TR05,10,9,711,160.5422,1.6296,0.6136,0.7509,0.0806,169.4581,travel,lowrank,16,0.391162,0.662088,ministral8b::TR05::10
ministral8b,TR05,10,10,711,228.7285,1.7086,0.5853,0.6961,0.0955,174.2643,travel,lowrank,16,0.489102,0.852373,ministral8b::TR05::10
ministral8b,TR05,10,11,711,181.5741,1.2922,0.7738,0.8643,0.0873,168.9666,travel,lowrank,16,0.314881,0.606577,ministral8b::TR05::10
ministral8b,TR05,10,12,711,194.8995,1.1557,0.8653,0.9059,0.2262,221.8729,travel,lowrank,16,0.332088,0.839065,ministral8b::TR05::10
ministral8b,TR05,10,13,711,157.8744,1.0959,0.9125,0.945,0.1816,252.8584,travel,lowrank,16,0.283265,0.719956,ministral8b::TR05::10
ministral8b,TR05,10,14,711,36.974,1.053,0.9497,0.9873,0.0256,294.0483,travel,lowrank,16,0.115923,0.229948,ministral8b::TR05::10
ministral8b,TR05,10,15,711,41.247,1.0557,0.9473,0.9878,0.0438,271.2265,travel,lowrank,16,0.107877,0.252189,ministral8b::TR05::10
ministral8b,TR05,10,16,711,134.1813,1.6545,0.6044,0.8377,0.1057,189.548,travel,lowrank,16,0.302773,0.576377,ministral8b::TR05::10
ministral8b,TR05,10,17,711,108.2522,1.1955,0.8364,0.9464,0.0912,205.9401,travel,lowrank,16,0.205164,0.48788,ministral8b::TR05::10
ministral8b,TR05,10,18,711,126.5203,1.2841,0.7787,0.9567,0.0987,216.8135,travel,lowrank,16,0.204646,0.52587,ministral8b::TR05::10
ministral8b,TR05,10,19,711,173.4174,1.4689,0.6808,0.8807,0.1463,212.504,travel,lowrank,16,0.330395,0.744935,ministral8b::TR05::10
ministral8b,TR05,10,20,711,142.4649,1.1155,0.8965,0.9249,0.1037,192.8331,travel,lowrank,16,0.263609,0.572019,ministral8b::TR05::10
ministral8b,TR05,10,21,711,61.7816,1.0311,0.9698,0.9832,0.0465,256.1188,travel,lowrank,16,0.125512,0.374391,ministral8b::TR05::10
ministral8b,TR05,10,22,711,160.4292,1.118,0.8945,0.9132,0.2022,238.7877,travel,lowrank,16,0.297288,0.934499,ministral8b::TR05::10
ministral8b,TR05,10,23,711,97.8931,1.0745,0.9307,0.9585,0.0808,207.0104,travel,lowrank,16,0.184198,0.458857,ministral8b::TR05::10
ministral8b,TR05,10,24,711,215.9897,2.197,0.4552,0.708,0.1695,147.4636,travel,lowrank,16,0.489267,0.871384,ministral8b::TR05::10
ministral8b,TR05,10,25,711,210.3999,1.6657,0.6003,0.7596,0.1697,170.8879,travel,lowrank,16,0.42659,0.877353,ministral8b::TR05::10
ministral8b,TR05,10,26,711,391.9066,1.3878,0.7205,0.8139,0.2326,173.3636,travel,lowrank,16,0.436709,0.948297,ministral8b::TR05::10
ministral8b,TR05,10,27,711,141.0788,1.8512,0.5402,0.8279,0.1034,179.2952,travel,lowrank,16,0.313837,0.532433,ministral8b::TR05::10
ministral8b,TR05,10,28,711,154.3746,1.4218,0.7033,0.8255,0.0875,165.7658,travel,lowrank,16,0.342881,0.596251,ministral8b::TR05::10
ministral8b,TR05,10,29,711,209.139,1.0521,0.9505,0.9751,0.1195,265.3488,travel,lowrank,16,0.178112,0.497903,ministral8b::TR05::10
ministral8b,TR05,10,30,711,82.179,1.0808,0.9252,0.9698,0.0884,244.4245,travel,lowrank,16,0.161087,0.386208,ministral8b::TR05::10
ministral8b,TR05,10,31,711,87.5747,1.0836,0.9229,0.9643,0.0655,198.2669,travel,lowrank,16,0.168524,0.358191,ministral8b::TR05::10
ministral8b,TR05,11,0,711,168.9578,1.0826,0.9237,0.9464,0.1861,246.1004,travel,lowrank,16,0.258641,0.823792,ministral8b::TR05::11
ministral8b,TR05,11,1,711,282.2711,1.3232,0.7557,0.8061,0.3356,204.7691,travel,lowrank,16,0.454516,1.349175,ministral8b::TR05::11
ministral8b,TR05,11,2,711,102.8392,1.0908,0.9167,0.9623,0.0642,209.0106,travel,lowrank,16,0.182666,0.432481,ministral8b::TR05::11
ministral8b,TR05,11,3,711,91.4994,1.0414,0.9602,0.9881,0.0618,261.0917,travel,lowrank,16,0.120626,0.362144,ministral8b::TR05::11
ministral8b,TR05,11,4,711,226.4654,1.2719,0.7862,0.8673,0.2022,211.8299,travel,lowrank,16,0.417843,0.984237,ministral8b::TR05::11
ministral8b,TR05,11,5,711,229.1975,1.5846,0.6311,0.7661,0.1966,148.5049,travel,lowrank,16,0.453519,0.893031,ministral8b::TR05::11
ministral8b,TR05,11,6,711,193.8939,1.5445,0.6475,0.783,0.1539,156.8718,travel,lowrank,16,0.398232,0.720857,ministral8b::TR05::11
ministral8b,TR05,11,7,711,474.0947,1.5865,0.6303,0.7138,0.2851,159.055,travel,lowrank,16,0.533056,1.159702,ministral8b::TR05::11
ministral8b,TR05,11,8,711,91.4844,1.0577,0.9454,0.9777,0.075,224.196,travel,lowrank,16,0.145269,0.413591,ministral8b::TR05::11
ministral8b,TR05,11,9,711,19.265,1.0203,0.9802,0.997,0.0314,262.6139,travel,lowrank,16,0.054326,0.146094,ministral8b::TR05::11
ministral8b,TR05,11,10,711,334.2191,1.1972,0.8353,0.8667,0.2244,189.2321,travel,lowrank,16,0.374551,0.91308,ministral8b::TR05::11
ministral8b,TR05,11,11,711,38.7129,1.0233,0.9772,0.9935,0.049,255.4583,travel,lowrank,16,0.09004,0.252889,ministral8b::TR05::11
ministral8b,TR05,11,12,711,132.4785,1.0815,0.9247,0.9461,0.1027,179.1289,travel,lowrank,16,0.211866,0.511734,ministral8b::TR05::11
ministral8b,TR05,11,13,711,196.0599,1.1956,0.8364,0.8822,0.156,158.5775,travel,lowrank,16,0.306952,0.6951,ministral8b::TR05::11
ministral8b,TR05,11,14,711,104.215,1.0677,0.9366,0.9568,0.0451,196.5871,travel,lowrank,16,0.194102,0.510457,ministral8b::TR05::11
ministral8b,TR05,11,15,711,150.0118,1.1211,0.892,0.9309,0.0886,182.1498,travel,lowrank,16,0.236849,0.5857,ministral8b::TR05::11
ministral8b,TR05,11,16,711,152.9189,1.2139,0.8238,0.9029,0.1209,178.0181,travel,lowrank,16,0.28976,0.648716,ministral8b::TR05::11
ministral8b,TR05,11,17,711,142.0098,1.218,0.821,0.9081,0.1064,171.9476,travel,lowrank,16,0.26824,0.597546,ministral8b::TR05::11
ministral8b,TR05,11,18,711,125.8952,1.1093,0.9015,0.9589,0.0964,200.824,travel,lowrank,16,0.196994,0.517066,ministral8b::TR05::11
ministral8b,TR05,11,19,711,128.6174,1.1385,0.8783,0.9433,0.1036,192.826,travel,lowrank,16,0.218648,0.52678,ministral8b::TR05::11
ministral8b,TR05,11,20,711,253.6128,1.5336,0.6521,0.6889,0.3489,119.3247,travel,lowrank,16,0.530421,1.040975,ministral8b::TR05::11
ministral8b,TR05,11,21,711,114.6955,1.0706,0.934,0.9553,0.0799,169.7342,travel,lowrank,16,0.186206,0.486636,ministral8b::TR05::11
ministral8b,TR05,11,22,711,433.882,1.4358,0.6965,0.7384,0.2356,122.0626,travel,lowrank,16,0.478215,0.960134,ministral8b::TR05::11
ministral8b,TR05,11,23,711,651.1237,9.6402,0.1037,0.1163,0.7543,85.6716,travel,monarch,2,0.325543,3.049771,ministral8b::TR05::11
ministral8b,TR05,11,24,711,112.1314,1.0798,0.9261,0.9576,0.09,202.9154,travel,lowrank,16,0.186798,0.499041,ministral8b::TR05::11
ministral8b,TR05,11,25,711,52.2082,1.0151,0.9851,0.9913,0.0632,242.1862,travel,lowrank,16,0.107747,0.341099,ministral8b::TR05::11
ministral8b,TR05,11,26,711,60.4922,1.0265,0.9741,0.9853,0.0603,228.7806,travel,lowrank,16,0.117351,0.358823,ministral8b::TR05::11
ministral8b,TR05,11,27,711,102.366,1.0702,0.9344,0.9641,0.0873,215.7643,travel,lowrank,16,0.178169,0.451343,ministral8b::TR05::11
ministral8b,TR05,11,28,711,282.2861,1.1695,0.8551,0.9316,0.164,202.3393,travel,lowrank,16,0.27391,0.710869,ministral8b::TR05::11
ministral8b,TR05,11,29,711,156.4753,1.1605,0.8617,0.9436,0.1383,211.5791,travel,lowrank,16,0.233742,0.614799,ministral8b::TR05::11
ministral8b,TR05,11,30,711,140.6714,1.1732,0.8524,0.935,0.1353,207.5513,travel,lowrank,16,0.242157,0.604788,ministral8b::TR05::11
ministral8b,TR05,11,31,711,171.6446,1.242,0.8051,0.9237,0.139,194.8187,travel,lowrank,16,0.263558,0.652571,ministral8b::TR05::11
ministral8b,TR05,12,0,711,140.8291,1.1552,0.8656,0.9242,0.137,211.8215,travel,lowrank,16,0.27514,0.642196,ministral8b::TR05::12
ministral8b,TR05,12,1,711,119.1383,1.205,0.8298,0.9171,0.1083,179.8645,travel,lowrank,16,0.23854,0.572938,ministral8b::TR05::12
ministral8b,TR05,12,2,711,146.903,1.209,0.8271,0.8984,0.1093,183.5468,travel,lowrank,16,0.284592,0.618105,ministral8b::TR05::12
ministral8b,TR05,12,3,711,107.9248,1.1476,0.8714,0.9368,0.0887,204.4193,travel,lowrank,16,0.216568,0.47206,ministral8b::TR05::12
ministral8b,TR05,12,4,711,157.0002,1.098,0.9108,0.9311,0.1854,263.3345,travel,lowrank,16,0.304583,0.799715,ministral8b::TR05::12
ministral8b,TR05,12,5,711,11.0751,1.0309,0.9701,0.9977,0.0285,304.4894,travel,lowrank,16,0.03617,0.092874,ministral8b::TR05::12
ministral8b,TR05,12,6,711,135.1233,1.09,0.9174,0.9512,0.0965,201.9545,travel,lowrank,16,0.191914,0.390559,ministral8b::TR05::12
ministral8b,TR05,12,7,711,18.1956,1.0197,0.9806,0.9968,0.0323,290.8486,travel,lowrank,16,0.059402,0.153835,ministral8b::TR05::12
ministral8b,TR05,12,8,711,93.2953,1.0837,0.9227,0.9482,0.0655,263.3259,travel,lowrank,16,0.210183,0.474429,ministral8b::TR05::12
ministral8b,TR05,12,9,711,121.9461,1.0407,0.9609,0.9716,0.066,258.9435,travel,lowrank,16,0.182631,0.495554,ministral8b::TR05::12
ministral8b,TR05,12,10,711,108.5257,1.1212,0.8919,0.9134,0.0225,303.3135,travel,lowrank,16,0.302738,0.626508,ministral8b::TR05::12
ministral8b,TR05,12,11,711,78.82,1.0781,0.9276,0.9415,0.0267,311.1738,travel,lowrank,16,0.238711,0.512733,ministral8b::TR05::12
ministral8b,TR05,12,12,711,130.9687,1.1917,0.8392,0.937,0.0964,197.457,travel,lowrank,16,0.258998,0.591451,ministral8b::TR05::12
ministral8b,TR05,12,13,711,220.8858,1.2379,0.8078,0.9039,0.1462,168.5384,travel,lowrank,16,0.305377,0.692185,ministral8b::TR05::12
ministral8b,TR05,12,14,711,173.4556,1.2294,0.8134,0.9176,0.1236,178.5426,travel,lowrank,16,0.284026,0.655399,ministral8b::TR05::12
ministral8b,TR05,12,15,711,168.8188,1.2923,0.7738,0.8791,0.1484,192.3915,travel,lowrank,16,0.341081,0.742897,ministral8b::TR05::12
ministral8b,TR05,12,16,711,106.6043,1.1014,0.9079,0.974,0.091,208.2137,travel,lowrank,16,0.166034,0.459296,ministral8b::TR05::12
ministral8b,TR05,12,17,711,99.6053,1.1196,0.8932,0.9595,0.0691,237.2352,travel,lowrank,16,0.194424,0.485084,ministral8b::TR05::12
ministral8b,TR05,12,18,711,73.8734,1.0755,0.9298,0.977,0.0878,248.0939,travel,lowrank,16,0.16858,0.399961,ministral8b::TR05::12
ministral8b,TR05,12,19,711,147.279,1.1099,0.901,0.9523,0.1531,227.353,travel,lowrank,16,0.229842,0.61154,ministral8b::TR05::12
ministral8b,TR05,12,20,711,58.0896,1.0605,0.943,0.9886,0.0742,218.0898,travel,lowrank,16,0.109628,0.259076,ministral8b::TR05::12
ministral8b,TR05,12,21,711,43.4681,1.0434,0.9584,0.9899,0.0645,265.4552,travel,lowrank,16,0.096948,0.252709,ministral8b::TR05::12
ministral8b,TR05,12,22,711,548.0314,1.4106,0.7089,0.7539,0.2578,179.0767,travel,lowrank,16,0.50095,1.176127,ministral8b::TR05::12
ministral8b,TR05,12,23,711,89.7268,1.0818,0.9244,0.9771,0.0915,223.6142,travel,lowrank,16,0.143181,0.410504,ministral8b::TR05::12
ministral8b,TR05,12,24,711,274.9852,3.2803,0.3048,0.4754,0.1951,133.7586,travel,lowrank,16,0.644248,1.052748,ministral8b::TR05::12
ministral8b,TR05,12,25,711,234.2368,1.3629,0.7337,0.8297,0.1884,204.5343,travel,lowrank,16,0.425546,0.931718,ministral8b::TR05::12
ministral8b,TR05,12,26,711,304.3577,4.2618,0.2346,0.351,0.2835,94.2618,travel,monarch,2,0.544556,3.885099,ministral8b::TR05::12
ministral8b,TR05,12,27,711,371.1683,1.3405,0.746,0.8278,0.2308,178.1091,travel,lowrank,16,0.414648,0.91464,ministral8b::TR05::12
ministral8b,TR05,12,28,711,45.7065,1.046,0.956,0.9902,0.0444,250.0907,travel,lowrank,16,0.102088,0.305755,ministral8b::TR05::12
ministral8b,TR05,12,29,711,80.106,1.0776,0.928,0.9793,0.0625,274.9144,travel,lowrank,16,0.155891,0.396169,ministral8b::TR05::12
ministral8b,TR05,12,30,711,57.3864,1.0799,0.926,0.9796,0.043,262.4229,travel,lowrank,16,0.163985,0.354649,ministral8b::TR05::12
ministral8b,TR05,12,31,711,69.302,1.0341,0.967,0.9836,0.0624,218.1609,travel,lowrank,16,0.131836,0.377575,ministral8b::TR05::12
ministral8b,TR05,13,0,711,396.6025,1.6966,0.5894,0.6461,0.3552,140.7965,travel,lowrank,16,0.585649,1.313895,ministral8b::TR05::13
ministral8b,TR05,13,1,711,298.9185,1.3778,0.7258,0.7907,0.2723,158.3666,travel,lowrank,16,0.456924,0.957625,ministral8b::TR05::13
ministral8b,TR05,13,2,711,250.8629,1.3587,0.736,0.8226,0.1557,190.4716,travel,lowrank,16,0.418227,0.844404,ministral8b::TR05::13
ministral8b,TR05,13,3,711,287.8074,1.5864,0.6303,0.7256,0.2046,182.9829,travel,lowrank,16,0.531526,1.093113,ministral8b::TR05::13
ministral8b,TR05,13,4,711,251.8966,1.3751,0.7272,0.8529,0.1867,141.2516,travel,lowrank,16,0.363591,0.717121,ministral8b::TR05::13
ministral8b,TR05,13,5,711,189.9435,1.3482,0.7417,0.8643,0.1925,181.4835,travel,lowrank,16,0.380436,0.835637,ministral8b::TR05::13
ministral8b,TR05,13,6,711,238.6509,1.3899,0.7195,0.8366,0.1899,149.3513,travel,lowrank,16,0.383956,0.793036,ministral8b::TR05::13
ministral8b,TR05,13,7,711,233.4513,1.4377,0.6955,0.7928,0.1643,136.1892,travel,lowrank,16,0.402318,0.747637,ministral8b::TR05::13
ministral8b,TR05,13,8,711,25.1168,1.0276,0.9731,0.9893,0.0662,317.3727,travel,lowrank,16,0.0781,0.160979,ministral8b::TR05::13
ministral8b,TR05,13,9,711,10.3959,1.0234,0.9771,0.9982,0.0311,326.4608,travel,lowrank,16,0.035211,0.099023,ministral8b::TR05::13
ministral8b,TR05,13,10,711,8.1923,1.0171,0.9832,0.9994,0.0189,308.5477,travel,lowrank,16,0.030264,0.083169,ministral8b::TR05::13
ministral8b,TR05,13,11,711,18.8104,1.0114,0.9887,0.9979,0.0364,313.9073,travel,lowrank,16,0.054226,0.179077,ministral8b::TR05::13
ministral8b,TR05,13,12,711,147.0769,1.2924,0.7737,0.9021,0.0753,151.7508,travel,lowrank,16,0.275225,0.532277,ministral8b::TR05::13
ministral8b,TR05,13,13,711,121.7744,1.198,0.8347,0.9285,0.055,228.7905,travel,lowrank,16,0.229186,0.534623,ministral8b::TR05::13
ministral8b,TR05,13,14,711,256.0231,2.3131,0.4323,0.5955,0.1547,123.0504,travel,lowrank,16,0.5556,0.885015,ministral8b::TR05::13
ministral8b,TR05,13,15,711,258.1031,1.9696,0.5077,0.6188,0.1666,120.5148,travel,lowrank,16,0.548096,0.9535,ministral8b::TR05::13
ministral8b,TR05,13,16,711,64.6407,1.082,0.9242,0.9832,0.041,273.4719,travel,lowrank,16,0.132744,0.352427,ministral8b::TR05::13
ministral8b,TR05,13,17,711,223.0275,1.1723,0.853,0.8962,0.0986,265.6847,travel,lowrank,16,0.36371,0.864121,ministral8b::TR05::13
ministral8b,TR05,13,18,711,328.8711,2.902,0.3446,0.4037,0.4475,97.0179,travel,monarch,2,0.484232,3.46214,ministral8b::TR05::13
ministral8b,TR05,13,19,711,481.3243,2.6017,0.3844,0.4281,0.4907,124.925,travel,monarch,2,0.531893,4.525541,ministral8b::TR05::13
ministral8b,TR05,13,20,711,115.9718,1.1021,0.9074,0.9415,0.0383,261.839,travel,lowrank,16,0.266081,0.597994,ministral8b::TR05::13
ministral8b,TR05,13,21,711,223.7457,1.308,0.7645,0.8131,0.0699,216.0961,travel,lowrank,16,0.451783,1.020322,ministral8b::TR05::13
ministral8b,TR05,13,22,711,203.7907,1.0913,0.9163,0.9367,0.1467,198.8532,travel,lowrank,16,0.243041,0.592421,ministral8b::TR05::13
