task_id,domain,model_tag,layer,head,seq_len,erank,stable_rank,energy_top1,energy_top5,diag_conc,mean_dist
TR01,travel,qwen3_8b,4,9,484,132.6397,1.6189,0.6177,0.6803,0.2587,150.3227
TR01,travel,qwen3_8b,4,10,484,161.2977,1.6925,0.5908,0.6696,0.2991,124.656
TR01,travel,qwen3_8b,4,11,484,226.6776,2.0677,0.4836,0.5903,0.3037,123.3082
TR01,travel,qwen3_8b,4,12,484,175.3177,1.7424,0.5739,0.6638,0.3306,110.6935
TR01,travel,qwen3_8b,4,13,484,198.2141,1.8981,0.5268,0.6029,0.3886,123.1408
TR01,travel,qwen3_8b,4,14,484,103.9979,1.7682,0.5656,0.7191,0.2616,132.9538
TR01,travel,qwen3_8b,4,15,484,126.7484,1.3439,0.7441,0.8148,0.2374,141.2331
TR01,travel,qwen3_8b,4,16,484,123.5655,1.5604,0.6408,0.7428,0.2557,135.3724
TR01,travel,qwen3_8b,4,17,484,114.3075,1.3643,0.733,0.8207,0.2058,144.9582
TR01,travel,qwen3_8b,4,18,484,123.9471,1.6193,0.6176,0.7595,0.2558,130.9804
TR01,travel,qwen3_8b,4,19,484,82.6831,1.3312,0.7512,0.87,0.1724,154.3324
TR01,travel,qwen3_8b,4,20,484,64.7006,1.4428,0.6931,0.9287,0.084,127.4491
TR01,travel,qwen3_8b,4,21,484,34.8531,1.2595,0.794,0.9651,0.065,136.8268
TR01,travel,qwen3_8b,4,22,484,94.4447,1.5364,0.6509,0.8851,0.1075,99.423
TR01,travel,qwen3_8b,4,23,484,26.0495,1.2227,0.8179,0.9766,0.0602,158.6807
TR01,travel,qwen3_8b,4,24,484,138.5117,1.5566,0.6424,0.7502,0.2347,112.6678
TR01,travel,qwen3_8b,4,25,484,80.9719,1.312,0.7622,0.9219,0.1168,111.0531
TR01,travel,qwen3_8b,4,26,484,154.1643,1.6678,0.5996,0.6841,0.345,90.2579
TR01,travel,qwen3_8b,4,27,484,137.6128,2.8047,0.3566,0.4863,0.3358,81.1896
TR01,travel,qwen3_8b,4,28,484,152.276,2.3935,0.4178,0.6107,0.2339,83.2629
TR01,travel,qwen3_8b,4,29,484,46.4853,1.6163,0.6187,0.9022,0.058,158.0247
TR01,travel,qwen3_8b,4,30,484,198.6287,1.8948,0.5278,0.7778,0.1817,85.9095
TR01,travel,qwen3_8b,4,31,484,78.5984,1.4918,0.6703,0.868,0.0928,128.6929
TR01,travel,qwen3_8b,5,0,484,200.3432,8.558,0.1168,0.3111,0.2291,59.1642
TR01,travel,qwen3_8b,5,1,484,359.7262,2.9183,0.3427,0.4135,0.3986,106.1671
TR01,travel,qwen3_8b,5,2,484,125.5738,2.6404,0.3787,0.6774,0.1233,103.3571
TR01,travel,qwen3_8b,5,3,484,221.6136,2.7235,0.3672,0.49,0.4021,89.9705
TR01,travel,qwen3_8b,5,4,484,170.6778,1.6693,0.599,0.7283,0.0598,116.5157
TR01,travel,qwen3_8b,5,5,484,95.1003,1.3078,0.7646,0.8459,0.1238,154.6764
TR01,travel,qwen3_8b,5,6,484,232.1717,2.0187,0.4954,0.5805,0.288,105.0095
TR01,travel,qwen3_8b,5,7,484,372.5689,3.7196,0.2688,0.3576,0.3716,102.7264
TR01,travel,qwen3_8b,5,8,484,263.3131,31.8418,0.0314,0.0918,0.8079,5.7696
TR01,travel,qwen3_8b,5,9,484,123.3083,7.2362,0.1382,0.3029,0.2487,16.836
TR01,travel,qwen3_8b,5,10,484,35.628,1.1673,0.8567,0.9402,0.0581,143.6438
TR01,travel,qwen3_8b,5,11,484,51.9546,1.3776,0.7259,0.8371,0.0895,96.817
TR01,travel,qwen3_8b,5,12,484,135.0226,2.29,0.4367,0.5769,0.2671,100.6904
TR01,travel,qwen3_8b,5,13,484,83.4731,1.2342,0.8102,0.9145,0.061,159.307
TR01,travel,qwen3_8b,5,14,484,129.3163,1.6899,0.5918,0.7845,0.1203,110.0974
TR01,travel,qwen3_8b,5,15,484,92.9312,1.3262,0.754,0.8981,0.1194,118.6218
TR01,travel,qwen3_8b,5,16,484,282.8955,2.522,0.3965,0.4415,0.5346,85.6354
TR01,travel,qwen3_8b,5,17,484,226.0575,3.8989,0.2565,0.3598,0.5407,66.8619
TR01,travel,qwen3_8b,5,18,484,202.1427,1.7351,0.5763,0.6188,0.3822,116.681
TR01,travel,qwen3_8b,5,19,484,330.7315,2.7733,0.3606,0.4193,0.5,95.027
TR01,travel,qwen3_8b,5,20,484,223.0651,1.9778,0.5056,0.5822,0.3709,101.5769
TR01,travel,qwen3_8b,5,21,484,195.0045,2.0155,0.4962,0.5697,0.396,113.4892
TR01,travel,qwen3_8b,5,22,484,239.6635,2.5207,0.3967,0.5073,0.3849,92.476
TR01,travel,qwen3_8b,5,23,484,135.9087,1.6049,0.6231,0.7177,0.2517,130.967
TR01,travel,qwen3_8b,5,24,484,167.2211,1.7989,0.5559,0.6117,0.3004,142.1248
TR01,travel,qwen3_8b,5,25,484,108.7268,1.2954,0.772,0.8348,0.1798,164.3097
TR01,travel,qwen3_8b,5,26,484,140.8422,1.7644,0.5668,0.6118,0.285,152.6359
TR01,travel,qwen3_8b,5,27,484,108.4926,1.5762,0.6344,0.6903,0.2451,162.5351
TR01,travel,qwen3_8b,5,28,484,92.2662,4.2446,0.2356,0.6237,0.1189,86.3193
TR01,travel,qwen3_8b,5,29,484,86.4586,2.2447,0.4455,0.8653,0.143,126.9099
TR01,travel,qwen3_8b,5,30,484,129.0857,3.8579,0.2592,0.5158,0.2762,68.288
TR01,travel,qwen3_8b,5,31,484,135.7313,1.9387,0.5158,0.7204,0.2169,120.7644
TR01,travel,qwen3_8b,6,0,484,272.9095,22.2408,0.045,0.1539,0.454,41.413
TR01,travel,qwen3_8b,6,1,484,281.5219,16.914,0.0591,0.1753,0.5523,54.5575
TR01,travel,qwen3_8b,6,2,484,208.1012,4.6127,0.2168,0.3229,0.4538,57.9669
TR01,travel,qwen3_8b,6,3,484,304.4709,19.6194,0.051,0.1341,0.6033,49.8947
TR01,travel,qwen3_8b,6,4,484,123.477,1.4877,0.6722,0.819,0.1673,112.4289
TR01,travel,qwen3_8b,6,5,484,292.4446,11.8495,0.0844,0.1743,0.3071,64.6799
TR01,travel,qwen3_8b,6,6,484,161.6913,2.0282,0.493,0.6673,0.1124,97.8279
TR01,travel,qwen3_8b,6,7,484,188.5482,4.2061,0.2377,0.4392,0.1154,83.7977
TR01,travel,qwen3_8b,6,8,484,167.8522,6.9765,0.1433,0.3642,0.1743,78.9899
TR01,travel,qwen3_8b,6,9,484,368.1973,57.0643,0.0175,0.0594,0.5711,41.1373
TR01,travel,qwen3_8b,6,10,484,251.1942,9.2128,0.1085,0.2771,0.2559,68.9194
TR01,travel,qwen3_8b,6,11,484,233.2832,10.0475,0.0995,0.2794,0.4545,51.2401
TR01,travel,qwen3_8b,6,12,484,162.7808,1.9094,0.5237,0.724,0.1343,101.0719
TR01,travel,qwen3_8b,6,13,484,171.253,2.0776,0.4813,0.6247,0.1888,102.4134
TR01,travel,qwen3_8b,6,14,484,217.7244,2.8521,0.3506,0.4892,0.3596,94.0106
TR01,travel,qwen3_8b,6,15,484,402.1489,20.2029,0.0495,0.1111,0.5877,47.6801
TR01,travel,qwen3_8b,6,16,484,166.1916,2.7677,0.3613,0.4918,0.3154,84.5258
