task_id,model_tag,layer,head,seq_len,band_width,target_group,selection_rank,source_erank,source_diag_conc,source_mean_dist,intervention_fired,kl_div,js_div,top10_overlap
BZ09,gemma3_4b,22,4,234,5,high_complex_global,6,249.31613333333334,0.361925,73.03223333333334,1,0.007239,0.00179,0.9
BZ09,gemma3_4b,33,7,234,5,local_band,1,328.76526666666666,0.9591500000000001,6.460825,1,0.000629,0.000156,1.0
BZ09,gemma3_4b,0,4,234,5,local_band,2,262.1035083333333,0.9341166666666667,2.79265,1,0.887926,0.175389,0.6
BZ09,gemma3_4b,4,6,234,5,local_band,3,319.10356666666667,0.909725,7.868941666666667,1,0.134607,0.031924,0.8
BZ09,gemma3_4b,14,7,234,5,local_band,4,320.0781,0.7155333333333332,25.103058333333333,1,0.153216,0.035491,0.7
BZ09,gemma3_4b,4,5,234,5,local_band,5,178.50811666666667,0.6897000000000001,29.030616666666663,1,0.112294,0.026927,0.8
BZ09,gemma3_4b,33,5,234,5,local_band,6,255.63200833333335,0.6615583333333334,37.3009,1,0.001042,0.000259,1.0
BZ09,gemma3_4b,31,1,234,5,low_rank_diffuse,1,2.5476,0.035725,158.56444166666665,1,0.010927,0.002694,0.9
BZ09,gemma3_4b,28,6,234,5,low_rank_diffuse,2,3.651275,0.038141666666666664,154.853775,1,0.011065,0.002817,0.9
BZ09,gemma3_4b,28,7,234,5,low_rank_diffuse,3,3.9080333333333335,0.04083333333333333,155.39915,1,0.01611,0.003892,1.0
BZ09,gemma3_4b,29,6,234,5,low_rank_diffuse,4,12.577616666666666,0.06234166666666666,158.632325,1,0.000817,0.000205,1.0
BZ09,gemma3_4b,27,0,234,5,low_rank_diffuse,5,15.676274999999999,0.06645,156.13494166666666,1,0.027242,0.006868,0.9
BZ09,gemma3_4b,28,1,234,5,low_rank_diffuse,6,9.583066666666666,0.0532,150.08286666666666,1,0.011132,0.002753,1.0
TC01,gemma3_4b,31,6,211,5,high_complex_global,1,163.377675,0.23118333333333332,104.66947499999999,1,0.151281,0.03453,0.9
TC01,gemma3_4b,31,4,211,5,high_complex_global,2,166.81984166666666,0.2603166666666667,107.97698333333334,1,0.214578,0.030638,0.8
TC01,gemma3_4b,33,3,211,5,high_complex_global,3,156.20923333333334,0.2540833333333333,111.4472,1,0.023013,0.005763,0.8
TC01,gemma3_4b,31,2,211,5,high_complex_global,4,165.7208,0.26074166666666665,107.34972499999999,1,0.610771,0.126764,0.8
TC01,gemma3_4b,11,2,211,5,high_complex_global,5,191.54863333333333,0.286,87.91341666666666,1,12.079402,0.645602,0.4
TC01,gemma3_4b,22,4,211,5,high_complex_global,6,249.31613333333334,0.361925,73.03223333333334,1,0.033829,0.008629,0.8
TC01,gemma3_4b,33,7,211,5,local_band,1,328.76526666666666,0.9591500000000001,6.460825,1,0.001918,0.000478,1.0
TC01,gemma3_4b,0,4,211,5,local_band,2,262.1035083333333,0.9341166666666667,2.79265,1,0.623287,0.124525,0.7
TC01,gemma3_4b,4,6,211,5,local_band,3,319.10356666666667,0.909725,7.868941666666667,1,1.292942,0.179572,0.7
TC01,gemma3_4b,14,7,211,5,local_band,4,320.0781,0.7155333333333332,25.103058333333333,1,2.37076,0.306689,0.6
TC01,gemma3_4b,4,5,211,5,local_band,5,178.50811666666667,0.6897000000000001,29.030616666666663,1,1.336216,0.204942,0.4
TC01,gemma3_4b,33,5,211,5,local_band,6,255.63200833333335,0.6615583333333334,37.3009,1,0.009587,0.002396,0.9
TC01,gemma3_4b,31,1,211,5,low_rank_diffuse,1,2.5476,0.035725,158.56444166666665,1,0.004902,0.00124,0.9
TC01,gemma3_4b,28,6,211,5,low_rank_diffuse,2,3.651275,0.038141666666666664,154.853775,1,0.109898,0.027644,0.9
TC01,gemma3_4b,28,7,211,5,low_rank_diffuse,3,3.9080333333333335,0.04083333333333333,155.39915,1,0.085812,0.019377,0.9
TC01,gemma3_4b,29,6,211,5,low_rank_diffuse,4,12.577616666666666,0.06234166666666666,158.632325,1,0.009912,0.00251,1.0
TC01,gemma3_4b,27,0,211,5,low_rank_diffuse,5,15.676274999999999,0.06645,156.13494166666666,1,0.112342,0.028429,1.0
TC01,gemma3_4b,28,1,211,5,low_rank_diffuse,6,9.583066666666666,0.0532,150.08286666666666,1,0.136812,0.027308,0.7
TC10,gemma3_4b,31,6,239,5,high_complex_global,1,163.377675,0.23118333333333332,104.66947499999999,1,0.00528,0.001298,0.9
TC10,gemma3_4b,31,4,239,5,high_complex_global,2,166.81984166666666,0.2603166666666667,107.97698333333334,1,0.014443,0.003467,0.9
TC10,gemma3_4b,33,3,239,5,high_complex_global,3,156.20923333333334,0.2540833333333333,111.4472,1,0.000761,0.00019,0.9
TC10,gemma3_4b,31,2,239,5,high_complex_global,4,165.7208,0.26074166666666665,107.34972499999999,1,0.006347,0.001592,0.9
TC10,gemma3_4b,11,2,239,5,high_complex_global,5,191.54863333333333,0.286,87.91341666666666,1,0.818614,0.15651,0.3
TC10,gemma3_4b,22,4,239,5,high_complex_global,6,249.31613333333334,0.361925,73.03223333333334,1,0.027628,0.006708,0.9
TC10,gemma3_4b,33,7,239,5,local_band,1,328.76526666666666,0.9591500000000001,6.460825,1,0.002412,0.000601,1.0
TC10,gemma3_4b,0,4,239,5,local_band,2,262.1035083333333,0.9341166666666667,2.79265,1,0.56274,0.146378,0.6
TC10,gemma3_4b,4,6,239,5,local_band,3,319.10356666666667,0.909725,7.868941666666667,1,0.038919,0.010147,0.8
TC10,gemma3_4b,14,7,239,5,local_band,4,320.0781,0.7155333333333332,25.103058333333333,1,1.114537,0.134519,0.6
TC10,gemma3_4b,4,5,239,5,local_band,5,178.50811666666667,0.6897000000000001,29.030616666666663,1,0.201869,0.042149,0.8
TC10,gemma3_4b,33,5,239,5,local_band,6,255.63200833333335,0.6615583333333334,37.3009,1,0.001339,0.000333,0.9
TC10,gemma3_4b,31,1,239,5,low_rank_diffuse,1,2.5476,0.035725,158.56444166666665,1,0.004274,0.001077,0.9
TC10,gemma3_4b,28,6,239,5,low_rank_diffuse,2,3.651275,0.038141666666666664,154.853775,1,0.021222,0.005144,0.9
TC10,gemma3_4b,28,7,239,5,low_rank_diffuse,3,3.9080333333333335,0.04083333333333333,155.39915,1,0.016637,0.00402,0.9
TC10,gemma3_4b,29,6,239,5,low_rank_diffuse,4,12.577616666666666,0.06234166666666666,158.632325,1,0.00047,0.000117,0.9
TC10,gemma3_4b,27,0,239,5,low_rank_diffuse,5,15.676274999999999,0.06645,156.13494166666666,1,0.006329,0.001529,0.9
TC10,gemma3_4b,28,1,239,5,low_rank_diffuse,6,9.583066666666666,0.0532,150.08286666666666,1,0.00241,0.00061,1.0
