task_id,model_tag,layer,head,seq_len,band_width,target_group,selection_rank,source_erank,source_diag_conc,source_mean_dist,intervention_fired,kl_div,js_div,top10_overlap
BZ01,ministral8b,17,22,323,5,local_band,3,448.5749583333333,0.7961,31.492975,1,0.000459,0.000115,1.0
BZ01,ministral8b,14,7,323,5,local_band,4,445.5622333333333,0.76425,41.08844166666667,1,0.00271,0.000663,0.9
BZ01,ministral8b,26,4,323,5,local_band,5,366.2835916666666,0.7667166666666666,42.966058333333336,1,0.000286,7.2e-05,1.0
BZ01,ministral8b,0,8,323,5,local_band,6,261.51186666666666,0.6872416666666666,31.99315,1,0.018613,0.004605,0.8
BZ01,ministral8b,23,21,323,5,low_rank_diffuse,1,2.4505333333333335,0.02475833333333333,221.16705833333333,1,0.005126,0.001314,0.9
BZ01,ministral8b,27,12,323,5,low_rank_diffuse,2,2.382616666666667,0.0232,219.98170833333333,1,0.00135,0.000337,1.0
BZ01,ministral8b,31,17,323,5,low_rank_diffuse,3,2.302633333333333,0.023733333333333332,219.16636666666668,1,0.002016,0.000515,1.0
BZ01,ministral8b,24,4,323,5,low_rank_diffuse,4,2.4448,0.026583333333333334,220.03616666666667,1,0.003685,0.000941,1.0
BZ01,ministral8b,27,17,323,5,low_rank_diffuse,5,2.3858166666666665,0.024258333333333337,219.26840833333333,1,0.006982,0.001773,0.9
BZ01,ministral8b,24,24,323,5,low_rank_diffuse,6,3.040525,0.027641666666666665,220.16075,1,0.008572,0.002206,1.0
BZ09,ministral8b,5,27,340,5,high_complex_global,1,205.157875,0.180875,185.69635833333334,1,0.020599,0.005443,1.0
BZ09,ministral8b,2,10,340,5,high_complex_global,2,255.459025,0.2300333333333333,171.16930833333333,1,0.026702,0.007165,1.0
BZ09,ministral8b,5,24,340,5,high_complex_global,3,146.77435833333334,0.0894,174.80304166666667,1,0.741845,0.191957,0.7
BZ09,ministral8b,8,24,340,5,high_complex_global,4,286.0439833333333,0.22725833333333334,151.79319999999998,1,0.037138,0.009997,1.0
BZ09,ministral8b,33,13,340,5,high_complex_global,5,154.46959999999999,0.16654166666666667,188.47109166666667,1,0.010316,0.002438,0.9
BZ09,ministral8b,13,17,340,5,high_complex_global,6,136.82805833333333,0.11264166666666665,176.44150000000002,1,0.005764,0.00146,0.9
BZ09,ministral8b,35,14,340,5,local_band,1,453.74240000000003,0.9405083333333333,11.6344,1,8e-06,2e-06,1.0
BZ09,ministral8b,0,10,340,5,local_band,2,391.24515,0.8235166666666666,27.581366666666668,1,0.020791,0.005501,1.0
BZ09,ministral8b,17,22,340,5,local_band,3,448.5749583333333,0.7961,31.492975,1,0.000174,4.3e-05,1.0
BZ09,ministral8b,14,7,340,5,local_band,4,445.5622333333333,0.76425,41.08844166666667,1,0.001897,0.000488,1.0
BZ09,ministral8b,26,4,340,5,local_band,5,366.2835916666666,0.7667166666666666,42.966058333333336,1,0.000359,9e-05,1.0
BZ09,ministral8b,0,8,340,5,local_band,6,261.51186666666666,0.6872416666666666,31.99315,1,0.002941,0.000707,1.0
BZ09,ministral8b,23,21,340,5,low_rank_diffuse,1,2.4505333333333335,0.02475833333333333,221.16705833333333,1,0.002375,0.000595,1.0
BZ09,ministral8b,27,12,340,5,low_rank_diffuse,2,2.382616666666667,0.0232,219.98170833333333,1,0.00192,0.000492,1.0
BZ09,ministral8b,31,17,340,5,low_rank_diffuse,3,2.302633333333333,0.023733333333333332,219.16636666666668,1,0.001466,0.000373,1.0
BZ09,ministral8b,24,4,340,5,low_rank_diffuse,4,2.4448,0.026583333333333334,220.03616666666667,1,0.00107,0.00027,1.0
BZ09,ministral8b,27,17,340,5,low_rank_diffuse,5,2.3858166666666665,0.024258333333333337,219.26840833333333,1,0.003904,0.000916,0.9
BZ09,ministral8b,24,24,340,5,low_rank_diffuse,6,3.040525,0.027641666666666665,220.16075,1,0.003592,0.000921,1.0
TC01,ministral8b,5,27,316,5,high_complex_global,1,205.157875,0.180875,185.69635833333334,1,0.052002,0.013669,0.9
TC01,ministral8b,2,10,316,5,high_complex_global,2,255.459025,0.2300333333333333,171.16930833333333,1,0.006903,0.001772,1.0
TC01,ministral8b,5,24,316,5,high_complex_global,3,146.77435833333334,0.0894,174.80304166666667,1,0.112909,0.024681,0.9
TC01,ministral8b,8,24,316,5,high_complex_global,4,286.0439833333333,0.22725833333333334,151.79319999999998,1,0.088381,0.022417,0.9
TC01,ministral8b,33,13,316,5,high_complex_global,5,154.46959999999999,0.16654166666666667,188.47109166666667,1,0.008432,0.002078,1.0
TC01,ministral8b,13,17,316,5,high_complex_global,6,136.82805833333333,0.11264166666666665,176.44150000000002,1,0.028787,0.007013,0.9
TC01,ministral8b,35,14,316,5,local_band,1,453.74240000000003,0.9405083333333333,11.6344,1,2e-05,5e-06,1.0
TC01,ministral8b,0,10,316,5,local_band,2,391.24515,0.8235166666666666,27.581366666666668,1,0.005851,0.001463,1.0
TC01,ministral8b,17,22,316,5,local_band,3,448.5749583333333,0.7961,31.492975,1,0.000905,0.00023,1.0
TC01,ministral8b,14,7,316,5,local_band,4,445.5622333333333,0.76425,41.08844166666667,1,0.005182,0.001335,1.0
TC01,ministral8b,26,4,316,5,local_band,5,366.2835916666666,0.7667166666666666,42.966058333333336,1,0.001851,0.00046,1.0
TC01,ministral8b,0,8,316,5,local_band,6,261.51186666666666,0.6872416666666666,31.99315,1,0.011115,0.002716,0.9
TC01,ministral8b,23,21,316,5,low_rank_diffuse,1,2.4505333333333335,0.02475833333333333,221.16705833333333,1,0.003117,0.000795,1.0
TC01,ministral8b,27,12,316,5,low_rank_diffuse,2,2.382616666666667,0.0232,219.98170833333333,1,0.00109,0.000269,1.0
TC01,ministral8b,31,17,316,5,low_rank_diffuse,3,2.302633333333333,0.023733333333333332,219.16636666666668,1,0.00485,0.001229,1.0
TC01,ministral8b,24,4,316,5,low_rank_diffuse,4,2.4448,0.026583333333333334,220.03616666666667,1,0.00362,0.000913,1.0
TC01,ministral8b,27,17,316,5,low_rank_diffuse,5,2.3858166666666665,0.024258333333333337,219.26840833333333,1,0.008,0.001963,0.9
TC01,ministral8b,24,24,316,5,low_rank_diffuse,6,3.040525,0.027641666666666665,220.16075,1,0.009654,0.00252,0.9
TC10,ministral8b,5,27,349,5,high_complex_global,1,205.157875,0.180875,185.69635833333334,1,0.112411,0.024185,0.8
TC10,ministral8b,2,10,349,5,high_complex_global,2,255.459025,0.2300333333333333,171.16930833333333,1,0.010463,0.002602,1.0
TC10,ministral8b,5,24,349,5,high_complex_global,3,146.77435833333334,0.0894,174.80304166666667,1,0.264354,0.048166,0.8
TC10,ministral8b,8,24,349,5,high_complex_global,4,286.0439833333333,0.22725833333333334,151.79319999999998,1,0.09155,0.021599,0.8
TC10,ministral8b,33,13,349,5,high_complex_global,5,154.46959999999999,0.16654166666666667,188.47109166666667,1,0.002042,0.000501,1.0
TC10,ministral8b,13,17,349,5,high_complex_global,6,136.82805833333333,0.11264166666666665,176.44150000000002,1,0.00722,0.001742,0.9
TC10,ministral8b,35,14,349,5,local_band,1,453.74240000000003,0.9405083333333333,11.6344,1,8e-06,2e-06,1.0
TC10,ministral8b,0,10,349,5,local_band,2,391.24515,0.8235166666666666,27.581366666666668,1,0.002516,0.00063,1.0
TC10,ministral8b,17,22,349,5,local_band,3,448.5749583333333,0.7961,31.492975,1,0.003705,0.000933,1.0
TC10,ministral8b,14,7,349,5,local_band,4,445.5622333333333,0.76425,41.08844166666667,1,0.01217,0.002958,1.0
TC10,ministral8b,26,4,349,5,local_band,5,366.2835916666666,0.7667166666666666,42.966058333333336,1,0.001892,0.000476,1.0
TC10,ministral8b,0,8,349,5,local_band,6,261.51186666666666,0.6872416666666666,31.99315,1,0.024685,0.006347,0.9
TC10,ministral8b,23,21,349,5,low_rank_diffuse,1,2.4505333333333335,0.02475833333333333,221.16705833333333,1,0.013111,0.003335,1.0
TC10,ministral8b,27,12,349,5,low_rank_diffuse,2,2.382616666666667,0.0232,219.98170833333333,1,0.003616,0.000888,1.0
TC10,ministral8b,31,17,349,5,low_rank_diffuse,3,2.302633333333333,0.023733333333333332,219.16636666666668,1,0.001663,0.000423,1.0
TC10,ministral8b,24,4,349,5,low_rank_diffuse,4,2.4448,0.026583333333333334,220.03616666666667,1,0.006048,0.001533,1.0
TC10,ministral8b,27,17,349,5,low_rank_diffuse,5,2.3858166666666665,0.024258333333333337,219.26840833333333,1,0.008728,0.002232,1.0
TC10,ministral8b,24,24,349,5,low_rank_diffuse,6,3.040525,0.027641666666666665,220.16075,1,0.01065,0.002768,1.0
